"","TREE_ID","INVENTORY_ID_IFN2","PLOT_ID.x","expan_IFN2","dbh_IFN2","h_IFN2","g_IFN2","bal_IFN2","circ_normal_IFN2","esbeltez_IFN2","cr_IFN2","lcw_IFN2","hcb_IFN2","hlcw_IFN2","vob_IFN2","vub_IFN2","vbark_IFN2","v_sierra_gruesa_IFN2","v_sierra_IFN2","v_sierra_canter_IFN2","v_trituracion_IFN2","wsw_IFN2","wb2_t_IFN2","wtbl_IFN2","wr_IFN2","wt_IFN2","sheet_SM4_IFN2","dbh_i_IFN2","h_i_IFN2","dbh","TREE_ID.y","INVENTORY_ID_IFN3","PLOT_ID.y","TREE_ID_IFN3_2","TREE_ID_IFN3","TREE_ID_IFN2","expan_IFN3","dbh_IFN3","h_IFN3","g_IFN3","bal_IFN3","g_ha","circ_normal_IFN3","esbeltez_IFN3","cr_IFN3","lcw_IFN3","hcb_IFN3","hlcw_IFN3","vob_IFN3","vub_IFN3","vbark_IFN3","v_ha","v_sierra_gruesa_IFN3","v_sierra_IFN3","v_sierra_canter_IFN3","v_trituracion_IFN3","wsw_IFN3","wb2_t_IFN3","wtbl_IFN3","wr_IFN3","wt_IFN3","sheet_SM4_IFN3","dbh_i_IFN3","h_i_IFN3"
"380","19_262_1","IFN2","19_262",31.83,19.6,12.12,301.63,40.75,61.57,61.85,0.27,2.73,8.88,9.96,170.59,113.06,57.52,0,0,68.31,158.99,70.25,4.36,12.84,18.65,106.11,"Nodo 3 - Pies inventariados",4.2,2.12,15.4,"19_262_1","IFN3","19_262",1,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nodo 1 - Pies inventariados",NA,NA
"381","19_262_10","IFN2","19_262",31.83,17.79,11.08,248.57,46.06,55.89,62.28,0.26,2.49,8.17,9.11,129.64,85.16,44.49,0,0,55.54,120.31,54.16,3.22,10.26,14.22,81.85,"Nodo 3 - Pies inventariados",4.09,2.08,13.7,"19_262_12","IFN3","19_262",12,0,10,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nodo 1 - Pies inventariados",NA,NA
"382","19_262_11","IFN2","19_262",31.83,22.56,12.03,399.57,29.46,70.86,53.36,0.29,3.18,8.55,9.69,222.17,148.7,73.47,0,0,150.76,208.18,94.16,6.78,17.79,27.66,146.4,"Nodo 3 - Pies inventariados",4.41,2.03,18.15,"19_262_13","IFN3","19_262",13,0,11,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nodo 1 - Pies inventariados",NA,NA
"383","19_262_12","IFN2","19_262",14.15,27.57,11.41,596.77,6.42,86.6,41.4,0.34,4,7.51,8.73,310.6,210.6,100,0,0,203.59,290.85,139.27,12.74,28.33,48.55,228.88,"Nodo 3 - Pies inventariados",4.72,1.91,22.85,"19_262_15","IFN3","19_262",15,11,12,14.15,26.15,12.5,537.07,7.18,0.76,82.15,47.8,0.4,3.87,7.53,8.94,306.66,207.6,99.06,4.34,0,0,193.45,288.87,131.79,10.79,25.07,41.88,209.53,"Nodo 1 - Pies inventariados",3.3,3
"384","19_262_13","IFN2","19_262",31.83,23.5,11.48,433.91,22.64,73.84,48.86,0.31,3.35,7.96,9.09,229.81,154.09,75.71,0,0,160.49,216.33,99.81,7.72,19.57,31.05,158.16,"Nodo 3 - Pies inventariados",4.5,1.98,19,"19_262_16","IFN3","19_262",16,12,13,31.83,22.1,12.5,383.6,20.95,1.22,69.43,56.56,0.37,3.22,7.93,9.26,221.66,148.28,73.38,7.06,0,0,146.69,208.8,92.33,6.36,16.97,26.13,141.78,"Nodo 1 - Pies inventariados",3.1,3
"385","19_262_14","IFN2","19_262",31.83,27.09,10.86,576.47,9.77,85.11,40.07,0.34,3.94,7.19,8.32,286.1,193.53,92.58,0,0,194.2,266.6,130.18,12.06,27.21,46.25,215.71,"Nodo 3 - Pies inventariados",4.69,1.86,22.4,"19_262_17","IFN3","19_262",17,0,14,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nodo 1 - Pies inventariados",NA,NA
"386","19_262_15","IFN2","19_262",31.83,25.48,10.9,510.05,13.4,80.06,42.78,0.33,3.69,7.31,8.42,255.26,171.94,83.33,0,0,179.99,236.31,114.67,9.95,23.61,38.95,187.19,"Nodo 3 - Pies inventariados",4.63,1.9,20.85,"19_262_18","IFN3","19_262",18,13,15,14.15,23.5,13.5,433.74,15.64,0.61,73.83,57.45,0.37,3.42,8.49,9.98,269.01,181.07,87.94,3.81,0,0,169.95,255.66,110.26,7.72,19.56,31.04,168.57,"Nodo 1 - Pies inventariados",2.65,4.5
"387","19_262_16","IFN2","19_262",31.83,25.36,12,504.97,15.03,79.66,47.34,0.32,3.63,8.17,9.4,277.75,187.44,90.31,0,0,183.42,259.73,120.42,9.8,23.34,38.41,191.97,"Nodo 3 - Pies inventariados",4.61,2,20.75,"19_262_19","IFN3","19_262",19,14,16,14.15,24.85,11,485,12.32,0.69,78.07,44.27,0.4,3.7,6.64,7.84,245.32,164.98,80.34,3.47,0,0,174.03,226.43,109.33,9.2,22.27,36.3,177.1,"Nodo 1 - Pies inventariados",4.1,1
"388","19_262_17","IFN2","19_262",14.15,27.68,10.86,601.68,5.57,86.95,39.24,0.35,4.04,7.09,8.24,298.27,202.07,96.21,0,0,200.62,278.02,136.24,12.9,28.6,49.11,226.85,"Nodo 3 - Pies inventariados",4.73,1.86,22.95,"19_262_21","IFN3","19_262",21,16,17,14.15,25.35,13.5,504.71,10.89,0.71,79.64,53.25,0.38,3.7,8.34,9.86,311.36,210.7,100.66,4.4,0,0,191.25,295.9,129.42,9.79,23.32,38.38,200.92,"Nodo 1 - Pies inventariados",2.4,4.5
"389","19_262_18","IFN2","19_262",14.15,27.42,9.75,590.58,8.1,86.15,35.54,0.35,4.03,6.35,7.36,263.6,178.01,85.6,0,0,188.52,242.8,124.95,12.53,27.99,47.84,213.31,"Nodo 3 - Pies inventariados",4.72,1.75,22.7,"19_262_23","IFN3","19_262",23,18,18,14.15,25.7,11,518.75,9.44,0.73,80.74,42.8,0.4,3.84,6.57,7.78,261.76,176.46,85.31,3.7,0,0,181.75,241.61,117.39,10.22,24.08,39.89,191.58,"Nodo 1 - Pies inventariados",3,3
"390","19_262_19","IFN2","19_262",31.83,19.84,9.87,309.04,39.77,62.32,49.76,0.28,2.82,7.09,7.96,142.88,94.32,48.56,0,0,66.85,131.71,63.48,4.53,13.2,19.3,100.52,"Nodo 3 - Pies inventariados",4.24,1.87,15.6,"19_262_24","IFN3","19_262",24,0,19,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nodo 1 - Pies inventariados",NA,NA
"391","19_262_2","IFN2","19_262",31.83,24.82,12.01,483.78,18.2,77.97,48.37,0.31,3.54,8.25,9.46,266.55,179.61,86.94,0,0,179.59,249.29,115.1,9.16,22.21,36.17,182.63,"Nodo 3 - Pies inventariados",4.57,2.01,20.25,"19_262_2","IFN3","19_262",2,1,2,14.15,23.9,13.5,448.63,14.37,0.63,75.08,56.49,0.37,3.48,8.45,9.95,277.92,187.29,90.63,3.93,0,0,175.57,264.12,114.26,8.14,20.35,32.54,175.28,"Nodo 1 - Pies inventariados",3.65,3.5
"392","19_262_20","IFN2","19_262",170.17,12.38,7.44,120.42,50.87,38.9,60.11,0.27,1.77,5.4,6.01,43.71,27.72,15.99,0,0,0,37.52,19.68,1.03,4.42,5.15,30.29,"Nodo 3 - Pies inventariados",3.88,1.94,8.5,"19_262_25","IFN3","19_262",25,0,20,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nodo 1 - Pies inventariados",NA,NA
"393","19_262_21","IFN2","19_262",127.32,15.92,9.49,199.06,48.33,50.01,59.64,0.27,2.25,6.96,7.75,90.01,58.44,31.56,0,0,0,80.9,38.93,2.27,7.93,10.41,59.54,"Nodo 3 - Pies inventariados",4.02,1.99,11.9,"19_262_26","IFN3","19_262",26,0,21,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nodo 1 - Pies inventariados",NA,NA
"394","19_262_22","IFN2","19_262",31.83,20.31,10.41,323.85,38.74,63.79,51.28,0.28,2.87,7.49,8.42,157.5,104.28,53.22,0,0,70.86,147.45,68.95,4.88,13.94,20.6,108.37,"Nodo 3 - Pies inventariados",4.26,1.91,16.05,"19_262_27","IFN3","19_262",27,0,22,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nodo 1 - Pies inventariados",NA,NA
"395","19_262_23","IFN2","19_262",31.83,23.33,10.91,427.43,25.4,73.29,46.79,0.3,3.33,7.59,8.64,215.53,144.27,71.26,0,0,155.45,199.72,95.2,7.54,19.23,30.4,152.38,"Nodo 3 - Pies inventariados",4.48,1.91,18.85,"19_262_28","IFN3","19_262",28,19,23,14.15,22.7,11,404.71,19.82,0.57,71.31,48.46,0.38,3.35,6.84,7.99,206.02,137.66,68.36,2.91,0,0,147.82,190.16,90.29,6.92,18.05,28.16,143.42,"Nodo 1 - Pies inventariados",3.85,2
"396","19_262_24","IFN2","19_262",31.83,21.68,9.27,369.27,32,68.12,42.76,0.3,3.12,6.48,7.33,159.6,105.87,53.73,0,0,78.1,147.4,73.73,5.99,16.23,24.77,120.73,"Nodo 3 - Pies inventariados",4.38,1.77,17.3,"19_262_29","IFN3","19_262",29,20,24,31.83,19.95,11,312.59,24.4,1,62.67,55.14,0.37,2.93,6.95,8.09,160.59,106.33,54.26,5.11,0,0,69.27,148.23,68.71,4.61,13.38,19.61,106.31,"Nodo 1 - Pies inventariados",2.65,3.5
"397","19_262_25","IFN2","19_262",31.83,25,10.9,490.79,16.63,78.53,43.6,0.32,3.61,7.38,8.48,245.94,165.43,80.51,0,0,175.33,227.65,110.09,9.37,22.58,36.91,178.94,"Nodo 3 - Pies inventariados",4.6,1.9,20.4,"19_262_30","IFN3","19_262",30,0,25,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nodo 1 - Pies inventariados",NA,NA
"398","19_262_26","IFN2","19_262",14.15,28.23,12.5,625.84,3.83,88.68,44.3,0.34,4.07,8.24,9.61,355.52,241.99,113.53,0,0,215.43,332.98,154.96,13.73,29.94,51.89,250.51,"Nodo 3 - Pies inventariados",4.73,2,23.5,"19_262_32","IFN3","19_262",32,22,26,14.15,27.95,13,613.56,2.99,0.87,87.81,46.51,0.4,4.13,7.74,9.25,362.29,246.65,115.64,5.13,0,0,215.18,338.28,155.44,13.3,29.25,50.47,248.47,"Nodo 1 - Pies inventariados",4.45,2.5
"399","19_262_27","IFN2","19_262",31.83,23.24,11.45,424.25,28.11,73.02,49.28,0.3,3.3,8.07,9.15,224.28,150.26,74.02,0,0,157.12,210.64,97.3,7.45,19.07,30.09,153.91,"Nodo 3 - Pies inventariados",4.44,1.95,18.8,"19_262_33","IFN3","19_262",33,0,27,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nodo 1 - Pies inventariados",NA,NA
"400","19_262_28","IFN2","19_262",31.83,26.82,11.41,564.87,11.61,84.25,42.54,0.33,3.87,7.64,8.82,294.45,199.26,95.19,0,0,194.72,275.64,131.38,11.68,26.58,44.95,214.59,"Nodo 3 - Pies inventariados",4.67,1.91,22.15,"19_262_34","IFN3","19_262",34,23,28,14.15,25.85,11,524.82,8.69,0.74,81.21,42.55,0.4,3.86,6.55,7.76,264.72,178.52,86.2,3.75,0,0,183.8,244.34,118.84,10.41,24.41,40.54,194.2,"Nodo 1 - Pies inventariados",3.7,1.5
"401","19_262_29","IFN2","19_262",31.83,17.62,12.22,243.71,46.86,55.34,69.34,0.26,2.44,9.1,10.14,139.93,92.06,47.87,0,0,55.61,129.74,56.34,3.12,10.02,13.83,83.32,"Nodo 3 - Pies inventariados",4.07,2.22,13.55,"19_262_35","IFN3","19_262",35,24,29,31.83,16.75,12,220.35,27.15,0.7,52.62,71.64,0.35,2.44,7.74,8.97,124.78,81.77,43.01,3.97,0,0,0,113.94,50.09,2.66,8.92,12.01,73.68,"Nodo 1 - Pies inventariados",3.2,2
"402","19_262_3","IFN2","19_262",14.15,27.78,10.86,606.31,4.71,87.29,39.09,0.35,4.06,7.07,8.23,300.53,203.65,96.88,0,0,202.14,280.15,137.36,13.06,28.85,49.64,228.91,"Nodo 3 - Pies inventariados",4.73,1.86,23.05,"19_262_3","IFN3","19_262",3,2,3,14.15,27.9,13.5,611.36,3.86,0.86,87.65,48.39,0.4,4.11,8.11,9.69,374.59,255.22,119.37,5.3,0,0,279.42,355.99,158.51,13.23,29.13,50.22,251.09,"Nodo 1 - Pies inventariados",4.85,4.5
"403","19_262_30","IFN2","19_262",31.83,19.58,12.11,301.24,41.71,61.53,61.85,0.27,2.73,8.9,9.97,170.25,112.84,57.42,0,0,68.18,158.59,70.13,4.35,12.82,18.62,105.92,"Nodo 3 - Pies inventariados",4.18,2.11,15.4,"19_262_36","IFN3","19_262",36,0,30,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nodo 1 - Pies inventariados",NA,NA
"404","19_262_31","IFN2","19_262",31.83,17.86,9.95,250.59,45.27,56.12,55.69,0.27,2.52,7.26,8.1,117.62,77.09,40.54,0,0,0,108.1,51.11,3.26,10.35,14.38,79.1,"Nodo 3 - Pies inventariados",4.11,1.95,13.75,"19_262_37","IFN3","19_262",37,0,31,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nodo 1 - Pies inventariados",NA,NA
"405","19_262_32","IFN2","19_262",31.83,22.5,11.47,397.43,30.74,70.67,51,0.29,3.18,8.14,9.22,210.92,140.99,69.93,0,0,147.27,198.37,90.9,6.73,17.68,27.46,142.76,"Nodo 3 - Pies inventariados",4.4,1.97,18.1,"19_262_38","IFN3","19_262",38,25,32,31.83,20.45,12.5,328.46,23.35,1.05,64.25,61.12,0.36,2.98,8,9.31,190.84,126.96,63.88,6.07,0,0,74.39,177.08,78.35,4.99,14.17,21.02,118.53,"Nodo 1 - Pies inventariados",2.35,3
"406","19_262_33","IFN2","19_262",31.83,23.63,10.37,438.65,21.24,74.24,43.9,0.32,3.41,7.09,8.11,210.29,140.72,69.57,0,0,155.6,196.27,94.82,7.85,19.82,31.53,154.02,"Nodo 3 - Pies inventariados",4.53,1.87,19.1,"19_262_39","IFN3","19_262",39,26,33,14.15,23.3,11.5,426.38,16.87,0.6,73.2,49.36,0.38,3.44,7.11,8.34,226.27,151.63,74.64,3.2,0,0,158.07,211.05,98.06,7.51,19.18,30.3,155.06,"Nodo 1 - Pies inventariados",4.2,3
"407","19_262_34","IFN2","19_262",31.83,16.75,9.44,220.46,47.63,52.63,56.32,0.27,2.37,6.9,7.69,98.73,64.33,34.4,0,0,0,88.39,43.2,2.67,8.92,12.02,66.81,"Nodo 3 - Pies inventariados",4.05,1.94,12.7,"19_262_40","IFN3","19_262",40,0,34,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nodo 1 - Pies inventariados",NA,NA
"408","19_262_35","IFN2","19_262",31.83,23.5,10.92,433.61,24.02,73.82,46.46,0.31,3.36,7.56,8.62,218.58,146.38,72.19,0,0,157.66,202.57,96.67,7.71,19.56,31.02,154.96,"Nodo 3 - Pies inventariados",4.5,1.92,19,"19_262_41","IFN3","19_262",41,0,35,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nodo 1 - Pies inventariados",NA,NA
"409","19_262_36","IFN2","19_262",14.15,27.51,11.41,594.36,7.26,86.42,41.47,0.34,3.99,7.53,8.74,309.29,209.68,99.61,0,0,202.72,289.55,138.65,12.66,28.2,48.27,227.77,"Nodo 3 - Pies inventariados",4.71,1.91,22.8,"19_262_43","IFN3","19_262",43,28,36,14.15,26.65,12.5,557.81,6.39,0.79,83.72,46.9,0.4,3.94,7.5,8.92,318.07,215.62,102.45,4.5,0,0,198.91,299.62,137.18,11.46,26.19,44.16,218.99,"Nodo 1 - Pies inventariados",3.85,3
"410","19_262_37","IFN2","19_262",31.83,18.66,9.34,273.51,43.55,58.63,50.08,0.28,2.65,6.75,7.55,120.4,79.04,41.37,0,0,58.6,108.9,53.94,3.74,11.46,16.26,85.4,"Nodo 3 - Pies inventariados",4.16,1.84,14.5,"19_262_44","IFN3","19_262",44,0,37,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nodo 1 - Pies inventariados",NA,NA
"411","19_262_38","IFN2","19_262",31.83,21.28,9.83,355.52,35.49,66.84,46.18,0.29,3.04,6.97,7.86,162.84,108.02,54.82,0,0,76.41,149.6,73.42,5.65,15.53,23.48,118.08,"Nodo 3 - Pies inventariados",4.33,1.83,16.95,"19_262_46","IFN3","19_262",46,30,38,31.83,19.05,9.5,285.02,25.39,0.91,59.85,49.87,0.38,2.83,5.93,6.89,127.32,83.73,43.59,4.05,0,0,61.3,117.94,56.92,3.99,12.02,17.23,90.16,"Nodo 1 - Pies inventariados",2.1,1.5
"412","19_262_39","IFN2","19_262",31.83,18.45,8.78,267.33,44.42,57.96,47.61,0.28,2.63,6.34,7.08,110.87,72.62,38.26,0,0,0,100.79,50.68,3.61,11.16,15.75,81.19,"Nodo 3 - Pies inventariados",4.15,1.78,14.3,"19_262_47","IFN3","19_262",47,0,39,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nodo 1 - Pies inventariados",NA,NA
"413","19_262_4","IFN2","19_262",14.15,28.91,11.39,656.52,1.98,90.83,39.38,0.35,4.22,7.38,8.62,339.79,231.17,108.63,0,0,217.15,317.6,153.84,14.8,31.64,55.49,255.78,"Nodo 3 - Pies inventariados",4.76,1.89,24.15,"19_262_4","IFN3","19_262",4,3,4,14.15,30.3,13,721.07,1.06,1.02,95.19,42.9,0.41,4.49,7.68,9.2,423.34,289.87,133.47,5.99,0,160.52,227.61,395.29,184.38,17.14,35.28,63.29,300.1,"Nodo 1 - Pies inventariados",6.15,3.5
"414","19_262_40","IFN2","19_262",31.83,20.38,9.86,326.09,37.7,64.01,48.37,0.29,2.9,7.04,7.92,150.28,99.39,50.89,0,0,70.31,138.38,67.14,4.93,14.05,20.81,106.92,"Nodo 3 - Pies inventariados",4.28,1.86,16.1,"19_262_50","IFN3","19_262",50,0,40,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nodo 1 - Pies inventariados",NA,NA
"415","19_262_41","IFN2","19_262",31.83,20.78,11.52,339.27,36.62,65.3,55.43,0.28,2.92,8.31,9.36,181.83,120.88,60.96,0,0,75.51,169.86,77.1,5.25,14.71,21.99,119.05,"Nodo 3 - Pies inventariados",4.28,2.02,16.5,"19_262_49","IFN3","19_262",49,32,41,31.83,21.7,13.5,369.84,22.18,1.18,68.17,62.21,0.36,3.14,8.69,10.13,230.68,154.39,76.29,7.34,0,0,145.73,216.5,93.15,6.01,16.26,24.82,140.25,"Nodo 1 - Pies inventariados",5.2,4
"416","19_262_42","IFN2","19_262",31.83,18.72,9.91,275.22,42.67,58.81,52.96,0.28,2.65,7.18,8.04,128.32,84.37,43.95,0,0,59.87,117.64,56.31,3.78,11.54,16.4,88.04,"Nodo 3 - Pies inventariados",4.17,1.91,14.55,"19_262_51","IFN3","19_262",51,33,42,31.83,18.4,12,265.9,26.3,0.85,57.81,65.22,0.36,2.68,7.72,8.96,149.58,98.67,50.9,4.76,0,0,60.35,139.84,61.1,3.58,11.09,15.63,91.4,"Nodo 1 - Pies inventariados",3.85,4
"417","19_262_43","IFN2","19_262",31.83,21.38,10.95,359.07,34.34,67.17,51.2,0.29,3.03,7.82,8.81,182.7,121.55,61.15,0,0,79.07,169.68,79.32,5.74,15.71,23.81,124.58,"Nodo 3 - Pies inventariados",4.33,1.95,17.05,"19_262_52","IFN3","19_262",52,0,43,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nodo 1 - Pies inventariados",NA,NA
"418","19_262_44","IFN2","19_262",31.83,24.55,12.01,473.33,19.74,77.12,48.91,0.31,3.5,8.29,9.49,261.02,175.75,85.27,0,0,177.74,244.15,112.48,8.85,21.65,35.08,178.06,"Nodo 3 - Pies inventariados",4.55,2.01,20,"19_262_54","IFN3","19_262",54,35,44,14.15,23.5,13,433.74,16.25,0.61,73.83,55.32,0.37,3.43,8.15,9.57,259.28,174.36,84.92,3.67,0,0,167.81,242.1,107.71,7.72,19.56,31.04,166.03,"Nodo 1 - Pies inventariados",3.5,3
"419","19_262_45","IFN2","19_262",14.15,27.34,11.96,587.06,8.94,85.89,43.73,0.33,3.94,7.97,9.24,319.93,217.04,102.89,0,0,204.33,298.23,140.87,12.41,27.79,47.44,228.52,"Nodo 3 - Pies inventariados",4.69,1.96,22.65,"19_262_55","IFN3","19_262",55,36,45,14.15,27.35,13,587.5,5.56,0.83,85.92,47.53,0.4,4.03,7.82,9.31,347.44,236.18,111.26,4.92,0,0,209.44,324.41,148.47,12.43,27.82,47.49,236.2,"Nodo 1 - Pies inventariados",4.7,3
"420","19_262_5","IFN2","19_262",14.15,28.77,10.28,650.01,2.91,90.38,35.74,0.36,4.23,6.61,7.71,304.65,206.69,97.97,0,0,206.84,284.86,142.93,14.57,31.28,54.72,243.5,"Nodo 3 - Pies inventariados",4.77,1.78,24,"19_262_5","IFN3","19_262",5,4,5,14.15,26.1,12.5,535.02,7.94,0.76,82,47.89,0.4,3.86,7.55,8.96,305.53,206.81,98.72,4.32,0,0,192.73,287.81,131.26,10.73,24.96,41.65,208.6,"Nodo 1 - Pies inventariados",2.1,4
"421","19_262_6","IFN2","19_262",14.15,29.41,12.47,679.44,1.02,92.4,42.4,0.35,4.26,8.14,9.52,383.89,262.05,121.84,0,150.25,227.09,362.87,168.76,15.62,32.93,58.23,275.54,"Nodo 3 - Pies inventariados",4.76,1.97,24.65,"19_262_7","IFN3","19_262",7,6,6,14.15,28.7,13.5,646.92,2.08,0.92,90.16,47.04,0.4,4.23,8.06,9.64,395.59,270.07,125.52,5.6,0,0,290.78,375.95,168.27,14.46,31.11,54.36,268.2,"Nodo 1 - Pies inventariados",4.05,3
"422","19_262_7","IFN2","19_262",31.83,21.61,9.83,366.85,33.18,67.9,45.46,0.29,3.09,6.93,7.82,167.85,111.47,56.38,0,0,78.76,154.2,75.9,5.93,16.11,24.54,122.48,"Nodo 3 - Pies inventariados",4.36,1.83,17.25,"19_262_8","IFN3","19_262",8,0,7,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nodo 1 - Pies inventariados",NA,NA
"423","19_262_8","IFN2","19_262",14.15,30.23,12.45,717.79,0,94.97,41.17,0.35,4.38,8.09,9.48,403.93,276.25,127.68,0,158.08,224.2,381.12,178.62,17.02,35.09,62.89,293.62,"Nodo 3 - Pies inventariados",4.78,1.95,25.45,"19_262_10","IFN3","19_262",10,8,8,14.15,30.85,14,747.48,0,1.06,96.92,45.38,0.4,4.54,8.33,10,471.18,323.61,147.58,6.67,0,168.34,292.61,444.56,200.51,18.14,36.78,66.57,322,"Nodo 1 - Pies inventariados",5.4,3.5
"424","19_262_9","IFN2","19_262",31.83,23.25,12.02,424.59,26.76,73.05,51.69,0.3,3.29,8.47,9.63,235.27,157.8,77.47,0,0,160.23,220.22,100.33,7.46,19.09,30.12,157,"Nodo 3 - Pies inventariados",4.45,2.02,18.8,"19_262_11","IFN3","19_262",11,9,9,14.15,22.8,13.5,408.28,18.66,0.58,71.63,59.21,0.36,3.31,8.58,10.05,253.77,170.44,83.32,3.59,0,0,160.31,238.17,103.42,7.02,18.24,28.51,157.19,"Nodo 1 - Pies inventariados",4,3.5
"425","19_270_0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"19_270_3","IFN3","19_270",3,3,0,14.15,28.15,11,622.37,6,0.88,88.44,39.08,0.51,4.38,5.41,7.12,312.03,211.7,100.33,4.41,0,0,206.6,288,142.32,13.61,29.74,51.49,237.16,"Nodo 1 - Pies inventariados",NA,NA
"426","19_270_0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"19_270_4","IFN3","19_270",4,4,0,14.15,23.2,9.5,422.73,7.68,0.6,72.88,40.95,0.51,3.64,4.61,6.05,186.21,124.19,62.02,2.63,0,0,89.65,172.49,86.35,7.41,18.99,29.94,142.69,"Nodo 1 - Pies inventariados",NA,NA
"427","19_270_0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"19_270_5","IFN3","19_270",5,5,0,14.15,26.75,11.5,562,6.88,0.8,84.04,42.99,0.5,4.14,5.72,7.52,295.33,199.86,95.47,4.18,0,0,194.26,275.46,131.32,11.59,26.42,44.63,213.97,"Nodo 1 - Pies inventariados",NA,NA
"428","19_270_1","IFN2","19_270",31.83,28.99,12.79,659.89,2.83,91.06,44.12,0.52,4.49,6.14,8.36,382.46,260.96,121.51,0,0,286.43,360.77,166.18,14.92,31.83,55.89,268.82,"Nodo 3 - Pies inventariados",7.14,3.29,21.85,"19_270_1","IFN3","19_270",1,1,1,14.15,32.65,12.5,837.25,3.72,1.18,102.57,38.28,0.5,5.03,6.2,8.21,470.59,323.63,146.96,6.66,0,183.44,213.15,443.3,210.76,21.68,41.96,78.04,352.44,"Nodo 1 - Pies inventariados",10.8,3
"429","19_270_2","IFN2","19_270",31.83,27.11,11.69,577.33,4.93,85.18,43.12,0.52,4.22,5.59,7.57,307.99,208.71,99.28,0,0,198.63,288.11,136.49,12.09,27.26,46.34,222.19,"Nodo 3 - Pies inventariados",7.06,3.19,20.05,"19_270_2","IFN3","19_270",2,2,2,14.15,31.35,12,771.91,4.91,1.09,98.49,38.28,0.5,4.84,5.95,7.86,418.11,286.44,131.67,5.92,0,168.69,216.86,395.09,188.59,19.08,38.18,69.64,315.49,"Nodo 1 - Pies inventariados",11.3,3.5
