"","TREE_ID","INVENTORY_ID_IFN2","PLOT_ID.x","expan_IFN2","dbh_IFN2","h_IFN2","g_IFN2","bal_IFN2","circ_normal_IFN2","esbeltez_IFN2","cr_IFN2","lcw_IFN2","hcb_IFN2","hlcw_IFN2","vob_IFN2","vub_IFN2","vbark_IFN2","v_sierra_gruesa_IFN2","v_sierra_IFN2","v_sierra_canter_IFN2","v_trituracion_IFN2","wsw_IFN2","wb2_t_IFN2","wtbl_IFN2","wr_IFN2","wt_IFN2","sheet_SM4_IFN2","dbh_i_IFN2","h_i_IFN2","dbh","TREE_ID.y","INVENTORY_ID_IFN3","PLOT_ID.y","TREE_ID_IFN3_2","TREE_ID_IFN3","TREE_ID_IFN2","expan_IFN3","dbh_IFN3","h_IFN3","g_IFN3","bal_IFN3","g_ha","circ_normal_IFN3","esbeltez_IFN3","cr_IFN3","lcw_IFN3","hcb_IFN3","hlcw_IFN3","vob_IFN3","vub_IFN3","vbark_IFN3","v_ha","v_sierra_gruesa_IFN3","v_sierra_IFN3","v_sierra_canter_IFN3","v_trituracion_IFN3","wsw_IFN3","wb2_t_IFN3","wtbl_IFN3","wr_IFN3","wt_IFN3","sheet_SM4_IFN3","dbh_i_IFN3","h_i_IFN3"
"535","19_564_0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"19_564_2","IFN3","19_564",2,2,0,14.15,24.85,8,485,0.87,0.69,78.07,32.19,0.64,4.1,2.86,4.72,179.76,119.98,59.78,2.54,0,0,97.74,164.72,89.8,9.2,22.27,36.3,157.56,"Nodo 1 - Pies inventariados",NA,NA
"536","19_564_1","IFN2","19_564",31.83,25.4,9.16,506.75,0,79.8,36.05,0.66,4.2,3.08,5.47,213.95,143.48,70.47,0,0,167.1,198.77,102.24,9.85,23.43,38.6,174.13,"Nodo 3 - Pies inventariados",8.1,3.66,17.3,"19_564_3","IFN3","19_564",3,3,1,14.15,28,8,615.75,0,0.87,87.96,28.57,0.65,4.62,2.84,4.7,226.3,152.33,73.97,3.2,0,0,115.13,207.37,115.58,13.38,29.38,50.72,209.06,"Nodo 1 - Pies inventariados",10.7,2.5
"537","19_568_0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"19_568_34","IFN3","19_568",34,34,0,31.83,15.65,9.5,192.36,22.64,0.61,49.17,60.7,0.38,2.34,5.86,6.83,87.13,56.51,30.62,2.77,0,0,0,78.34,37.56,2.15,7.62,9.93,57.25,"Nodo 1 - Pies inventariados",NA,NA
"538","19_568_0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"19_568_35","IFN3","19_568",35,35,0,31.83,17.8,9,248.85,16.14,0.79,55.92,50.56,0.4,2.68,5.38,6.32,105.95,69.26,36.69,3.37,0,0,0,96.47,47.69,3.22,10.27,14.24,75.42,"Nodo 1 - Pies inventariados",NA,NA
"539","19_568_0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"19_568_12","IFN3","19_568",12,12,0,31.83,15.9,7,198.56,21.38,0.63,49.95,44.03,0.4,2.42,4.17,4.87,66.68,42.98,23.7,2.12,0,0,0,58.07,32.16,2.26,7.9,10.38,52.7,"Nodo 1 - Pies inventariados",NA,NA
"540","19_568_0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"19_568_13","IFN3","19_568",13,13,0,14.15,24.9,8.5,486.95,1.62,0.69,78.23,34.14,0.44,3.82,4.74,5.68,191.47,128,63.47,2.71,0,0,99.87,175.07,93.62,9.26,22.38,36.5,161.76,"Nodo 1 - Pies inventariados",NA,NA
"541","19_568_0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"19_568_14","IFN3","19_568",14,14,0,31.83,15.9,7,198.56,22.01,0.63,49.95,44.03,0.4,2.42,4.18,4.87,66.68,42.98,23.7,2.12,0,0,0,58.07,32.16,2.26,7.9,10.38,52.7,"Nodo 1 - Pies inventariados",NA,NA
"542","19_568_0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"19_568_21","IFN3","19_568",21,21,0,31.83,14.4,8,162.86,26.1,0.52,45.24,55.56,0.39,2.17,4.91,5.7,62.74,40.29,22.45,2,0,0,0,55.85,28.32,1.66,6.28,7.86,44.12,"Nodo 1 - Pies inventariados",NA,NA
"543","19_568_0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"19_568_24","IFN3","19_568",24,24,0,31.83,17.6,7.5,243.28,17.71,0.77,55.29,42.61,0.41,2.68,4.43,5.19,86.76,56.42,30.34,2.76,0,0,0,78.45,41.6,3.11,10,13.8,68.51,"Nodo 1 - Pies inventariados",NA,NA
"544","19_568_0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"19_568_36","IFN3","19_568",36,36,0,31.83,13.15,6.5,135.81,27.08,0.43,41.31,49.43,0.39,2,3.93,4.56,43,27.3,15.7,1.37,0,0,0,35.16,20.56,1.25,5.09,6.09,32.98,"Nodo 1 - Pies inventariados",NA,NA
"545","19_568_0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"19_568_10","IFN3","19_568",10,10,0,31.83,17.4,6.5,237.79,18.48,0.76,54.66,37.36,0.42,2.67,3.8,4.45,73.8,47.8,26.01,2.35,0,0,0,65.29,37.17,3,9.74,13.36,63.28,"Nodo 1 - Pies inventariados",NA,NA
"546","19_568_0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"19_568_11","IFN3","19_568",11,11,0,14.15,24.25,8.5,461.86,2.31,0.65,76.18,35.05,0.44,3.72,4.76,5.7,181.94,121.4,60.54,2.57,0,0,94.91,166.36,88.53,8.52,21.04,33.89,151.98,"Nodo 1 - Pies inventariados",NA,NA
"547","19_568_0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"19_568_16","IFN3","19_568",16,16,0,31.83,14.55,6.5,166.27,25.57,0.53,45.71,44.67,0.4,2.22,3.91,4.54,52.26,33.42,18.84,1.66,0,0,0,46.24,25.46,1.71,6.43,8.09,41.7,"Nodo 1 - Pies inventariados",NA,NA
"548","19_568_0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"19_568_22","IFN3","19_568",22,22,0,31.83,16.2,8,206.12,20.72,0.66,50.89,49.38,0.4,2.45,4.81,5.62,78.75,50.99,27.76,2.51,0,0,0,70.09,36.33,2.4,8.25,10.94,57.92,"Nodo 1 - Pies inventariados",NA,NA
"549","19_568_0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"19_568_6","IFN3","19_568",6,6,0,14.15,26.7,8,559.9,0.83,0.79,83.88,29.96,0.45,4.12,4.42,5.3,206.47,138.51,67.96,2.92,0,0,107.58,189.2,104.53,11.52,26.31,44.39,186.75,"Nodo 1 - Pies inventariados",NA,NA
"550","19_568_0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"19_568_31","IFN3","19_568",31,31,0,31.83,20.65,8.5,334.91,8.74,1.07,64.87,41.16,0.42,3.15,4.89,5.81,133.44,88.03,45.41,4.25,0,0,69.61,122.02,63.02,5.14,14.49,21.6,104.25,"Nodo 1 - Pies inventariados",NA,NA
"551","19_568_0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"19_568_20","IFN3","19_568",20,20,0,31.83,15.3,7.5,183.85,23.84,0.59,48.07,49.02,0.4,2.32,4.54,5.28,66.22,42.64,23.58,2.11,0,0,0,59.88,30.94,2,7.23,9.32,49.49,"Nodo 1 - Pies inventariados",NA,NA
"552","19_568_0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"19_568_26","IFN3","19_568",26,26,0,31.83,13.6,6.5,145.27,26.62,0.46,42.73,47.79,0.4,2.07,3.93,4.56,45.88,29.2,16.68,1.46,0,0,0,37.52,22.07,1.38,5.5,6.7,35.65,"Nodo 1 - Pies inventariados",NA,NA
"553","19_568_0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"19_568_29","IFN3","19_568",29,29,0,14.15,23.95,10,450.51,2.96,0.64,75.24,41.75,0.43,3.63,5.73,6.85,208.17,139.31,68.85,2.94,0,0,157.13,190.35,95.34,8.19,20.44,32.73,156.71,"Nodo 1 - Pies inventariados",NA,NA
"554","19_568_0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"19_568_7","IFN3","19_568",7,7,0,14.15,23.8,8.5,444.88,3.6,0.63,74.77,35.71,0.44,3.65,4.79,5.72,175.48,116.94,58.55,2.48,0,0,91.54,160.46,85.09,8.03,20.15,32.16,145.43,"Nodo 1 - Pies inventariados",NA,NA
"555","19_568_1","IFN2","19_568",31.83,18.36,7.73,264.83,13.09,57.69,42.11,0.42,2.81,4.46,5.27,97.02,63.33,33.69,0,0,0,87.34,46.38,3.56,11.04,15.54,76.51,"Nodo 3 - Pies inventariados",5.16,2.23,13.2,"19_568_1","IFN3","19_568",1,1,1,31.83,17.2,8,232.35,19.98,0.74,54.04,46.51,0.4,2.61,4.79,5.61,88.4,57.48,30.92,2.81,0,0,0,78.68,41.24,2.9,9.48,12.94,66.55,"Nodo 1 - Pies inventariados",4,2.5
"556","19_568_10","IFN2","19_568",31.83,20.37,7.62,326,7.5,64,37.39,0.44,3.14,4.28,5.1,116.84,76.8,40.03,0,0,65.74,105.46,57.24,4.93,14.05,20.8,97.02,"Nodo 3 - Pies inventariados",5.27,2.12,15.1,"19_568_18","IFN3","19_568",18,18,10,31.83,20.95,8,344.71,6.56,1.1,65.82,38.19,0.43,3.22,4.53,5.39,129.32,85.28,44.04,4.12,0,0,70.31,115.11,62.58,5.38,14.99,22.49,105.44,"Nodo 1 - Pies inventariados",5.85,2.5
"557","19_568_11","IFN2","19_568",127.32,15.96,6.62,200.15,21.14,50.15,41.44,0.41,2.45,3.89,4.55,63.58,40.94,22.64,0,0,0,56.29,31.32,2.29,7.98,10.49,52.08,"Nodo 3 - Pies inventariados",5.01,2.12,10.95,"19_568_19","IFN3","19_568",19,19,11,31.83,15.3,7,183.85,23.25,0.59,48.07,45.75,0.4,2.33,4.2,4.89,61.91,39.8,22.11,1.97,0,0,0,53.91,29.64,2,7.23,9.32,48.19,"Nodo 1 - Pies inventariados",4.35,2.5
"558","19_568_12","IFN2","19_568",31.83,19.32,7.68,293.26,9.48,60.71,39.76,0.43,2.97,4.36,5.18,106.37,69.67,36.69,0,0,59.47,95.95,51.45,4.17,12.43,17.93,85.98,"Nodo 3 - Pies inventariados",5.22,2.18,14.1,"19_568_23","IFN3","19_568",23,23,12,31.83,19.7,7,304.81,10.87,0.97,61.89,35.53,0.43,3.03,3.99,4.72,100.81,65.98,34.83,3.21,0,0,0,87.79,50.6,4.43,12.99,18.93,86.95,"Nodo 1 - Pies inventariados",5.6,1.5
"559","19_568_13","IFN2","19_568",127.32,16.46,6.59,212.74,18.43,51.7,40.05,0.42,2.53,3.83,4.5,67.2,43.36,23.84,0,0,0,59.35,33.33,2.52,8.56,11.43,55.84,"Nodo 3 - Pies inventariados",5.06,2.09,11.4,"19_568_25","IFN3","19_568",25,25,13,31.83,15.25,6,182.65,24.42,0.58,47.91,39.34,0.4,2.34,3.57,4.15,52.92,33.89,19.03,1.68,0,0,0,44.54,26.76,1.98,7.17,9.23,45.15,"Nodo 1 - Pies inventariados",3.85,1.5
"560","19_568_14","IFN2","19_568",31.83,20.48,8.23,329.27,6.45,64.33,40.22,0.44,3.14,4.64,5.54,127.28,83.85,43.43,0,0,67.81,116.9,60.7,5.01,14.21,21.09,101.01,"Nodo 3 - Pies inventariados",5.28,2.23,15.2,"19_568_27","IFN3","19_568",27,27,14,31.83,20.6,8,333.29,9.81,1.06,64.72,38.83,0.43,3.15,4.6,5.45,125.19,82.45,42.73,3.98,0,0,68.06,111.43,60.39,5.1,14.41,21.45,101.36,"Nodo 1 - Pies inventariados",5.4,2
"561","19_568_15","IFN2","19_568",31.83,19.42,8.92,296.14,8.54,61,45.96,0.43,2.96,5.12,6.1,124.28,81.72,42.56,0,0,62.61,113.37,57.02,4.24,12.57,18.18,92,"Nodo 3 - Pies inventariados",5.22,2.42,14.2,"19_568_28","IFN3","19_568",28,28,15,31.83,18.6,8,271.72,12.77,0.86,58.43,43.01,0.42,2.84,4.65,5.49,102.8,67.22,35.58,3.27,0,0,0,91.5,48.66,3.7,11.37,16.11,79.85,"Nodo 1 - Pies inventariados",4.4,1.5
"562","19_568_16","IFN2","19_568",31.83,18.69,7.09,274.5,11.34,58.73,37.95,0.43,2.88,4.02,4.77,92.32,60.22,32.1,0,0,0,80.06,45.67,3.76,11.51,16.34,77.28,"Nodo 3 - Pies inventariados",5.19,2.09,13.5,"19_568_30","IFN3","19_568",30,30,16,31.83,18.1,8.5,257.3,15.32,0.82,56.86,46.96,0.41,2.74,5.03,5.92,103.48,67.63,35.85,3.29,0,0,0,94.62,47.69,3.4,10.68,14.92,76.69,"Nodo 1 - Pies inventariados",4.6,3.5
"563","19_568_17","IFN2","19_568",153.46,14.62,7.39,167.91,23.69,45.94,50.54,0.4,2.22,4.43,5.17,59.8,38.37,21.43,0,0,0,51.46,27.85,1.74,6.51,8.2,44.3,"Nodo 3 - Pies inventariados",4.92,2.39,9.7,"19_568_32","IFN3","19_568",32,32,17,31.83,15,7.5,176.71,25.01,0.56,47.12,50,0.39,2.27,4.56,5.3,63.74,40.98,22.75,2.03,0,0,0,54.59,29.67,1.88,6.9,8.81,47.27,"Nodo 1 - Pies inventariados",5.3,2.5
"564","19_568_18","IFN2","19_568",31.83,17.81,9.03,249.26,14.73,55.97,50.66,0.41,2.69,5.33,6.29,106.41,69.57,36.85,0,0,0,96.31,47.85,3.23,10.29,14.28,75.65,"Nodo 3 - Pies inventariados",5.11,2.53,12.7,"19_568_33","IFN3","19_568",33,33,18,31.83,19.25,9.5,291.04,11.84,0.93,60.48,49.35,0.41,2.9,5.61,6.63,129.91,85.5,44.41,4.14,0,0,62.54,120.34,58.19,4.12,12.32,17.74,92.37,"Nodo 1 - Pies inventariados",6.55,3
"565","19_568_19","IFN2","19_568",31.83,18.67,8.34,273.87,12.21,58.67,44.65,0.42,2.85,4.83,5.71,107.86,70.62,37.24,0,0,0,98.61,50.34,3.75,11.48,16.29,81.86,"Nodo 3 - Pies inventariados",5.17,2.34,13.5,"19_568_37","IFN3","19_568",37,37,19,31.83,17.25,7,233.71,19.24,0.74,54.19,40.58,0.41,2.64,4.13,4.84,78.03,50.59,27.44,2.48,0,0,0,67.95,38.21,2.92,9.55,13.04,63.72,"Nodo 1 - Pies inventariados",3.75,1
"566","19_568_2","IFN2","19_568",31.83,21.1,8.2,349.77,5.34,66.3,38.84,0.44,3.24,4.6,5.49,134.29,88.65,45.64,0,0,71.88,123.76,64.51,5.5,15.24,22.95,108.22,"Nodo 3 - Pies inventariados",5.3,2.2,15.8,"19_568_2","IFN3","19_568",2,2,2,31.83,20.85,8,341.43,7.66,1.09,65.5,38.37,0.43,3.2,4.55,5.41,128.13,84.47,43.67,4.08,0,0,69.67,114.05,61.95,5.3,14.82,22.19,104.26,"Nodo 1 - Pies inventariados",5.05,2
"567","19_568_3","IFN2","19_568",31.83,21.17,7.59,351.93,4.22,66.5,35.85,0.45,3.27,4.2,5.03,125.3,82.58,42.72,0,0,70.64,112.78,61.91,5.56,15.35,23.15,105.98,"Nodo 3 - Pies inventariados",5.32,2.09,15.85,"19_568_3","IFN3","19_568",3,3,3,31.83,21.35,7.5,358,5.42,1.14,67.07,35.13,0.44,3.29,4.2,5.01,125.94,83.03,42.91,4.01,0,0,71.58,113.87,62.59,5.71,15.66,23.71,107.67,"Nodo 1 - Pies inventariados",5.5,2
"568","19_568_4","IFN2","19_568",31.83,17.95,7.13,252.99,13.93,56.38,39.75,0.43,2.76,4.09,4.84,85.8,55.81,29.99,0,0,0,74.66,42.04,3.31,10.47,14.58,70.39,"Nodo 3 - Pies inventariados",5.15,2.13,12.8,"19_568_4","IFN3","19_568",4,4,4,31.83,18.15,6,258.73,14.49,0.82,57.02,33.06,0.43,2.81,3.43,4.03,74.04,48,26.04,2.36,0,0,0,62.31,38.68,3.43,10.74,15.04,67.89,"Nodo 1 - Pies inventariados",5.35,1
"569","19_568_5","IFN2","19_568",31.83,22.1,8.14,383.52,3,69.42,36.86,0.45,3.4,4.52,5.41,145.87,96.6,49.27,0,0,78.24,133.75,70.84,6.36,16.96,26.12,120.28,"Nodo 3 - Pies inventariados",5.35,2.14,16.75,"19_568_5","IFN3","19_568",5,5,5,14.15,22.7,8,404.71,4.85,0.57,71.31,35.24,0.44,3.49,4.5,5.37,150.97,100.12,50.85,2.14,0,0,82.08,138.34,74.16,6.92,18.05,28.16,127.29,"Nodo 1 - Pies inventariados",5.95,2
"570","19_568_6","IFN2","19_568",31.83,26.35,7.34,545.21,0,82.77,27.85,0.46,4.1,3.97,4.78,184.95,123.71,61.25,0,0,103.36,167.72,96.34,11.05,25.51,42.77,175.67,"Nodo 3 - Pies inventariados",5.5,1.84,20.85,"19_568_8","IFN3","19_568",8,8,6,14.15,27.3,7,585.35,0,0.83,85.77,25.64,0.46,4.25,3.8,4.56,189.17,126.71,62.46,2.68,0,0,107.53,171.58,100.88,12.36,27.7,47.25,188.18,"Nodo 1 - Pies inventariados",6.45,1.5
"571","19_568_7","IFN2","19_568",31.83,22.47,7.52,396.65,1.74,70.6,33.48,0.45,3.48,4.11,4.94,139.44,92.28,47.17,0,0,79.1,125.55,69.89,6.71,17.64,27.38,121.61,"Nodo 3 - Pies inventariados",5.37,2.02,17.1,"19_568_9","IFN3","19_568",9,9,7,14.15,23.6,7,437.44,4.23,0.62,74.14,29.66,0.45,3.66,3.87,4.62,142.84,94.69,48.15,2.02,0,0,85.01,129.55,74.14,7.82,19.76,31.41,133.12,"Nodo 1 - Pies inventariados",6.5,1.5
"572","19_568_8","IFN2","19_568",127.32,17.05,7.2,228.29,15.53,53.56,42.23,0.42,2.61,4.17,4.91,78.41,50.83,27.58,0,0,0,67.76,37.93,2.82,9.29,12.62,62.65,"Nodo 3 - Pies inventariados",5.1,2.2,11.95,"19_568_15","IFN3","19_568",15,15,8,31.83,17.65,7.5,244.67,16.93,0.78,55.45,42.49,0.41,2.69,4.41,5.18,87.24,56.75,30.49,2.78,0,0,0,78.88,41.85,3.14,10.07,13.91,68.97,"Nodo 1 - Pies inventariados",5.7,2.5
"573","19_568_9","IFN2","19_568",31.83,19.25,8.92,291.05,10.41,60.48,46.35,0.42,2.93,5.16,6.13,122.19,80.3,41.89,0,0,61.56,111.44,55.98,4.12,12.32,17.74,90.16,"Nodo 3 - Pies inventariados",5.2,2.42,14.05,"19_568_17","IFN3","19_568",17,17,9,31.83,18.55,7.5,270.26,13.63,0.86,58.28,40.43,0.42,2.84,4.35,5.13,96.02,62.68,33.34,3.06,0,0,0,86.82,46.49,3.67,11.3,15.99,77.45,"Nodo 1 - Pies inventariados",4.5,1
"574","19_578_0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"19_578_10","IFN3","19_578",10,7,0,31.83,18.45,9,267.35,8.54,0.85,57.96,48.78,0.48,2.87,4.65,5.82,113.54,74.41,39.13,3.61,0,0,56.75,103.38,51.45,3.61,11.16,15.75,81.96,"Nodo 1 - Pies inventariados",NA,NA
"575","19_578_0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"19_578_16","IFN3","19_578",16,13,0,14.15,22.95,11,413.67,3.64,0.59,72.1,47.93,0.48,3.53,5.7,7.21,210.42,140.71,69.71,2.98,0,0,150.97,194.22,92.4,7.16,18.52,29.04,147.13,"Nodo 1 - Pies inventariados",NA,NA
"576","19_578_0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"19_578_17","IFN3","19_578",17,14,0,14.15,24.4,9.5,467.59,2.98,0.66,76.65,38.93,0.49,3.8,4.8,6.08,205.24,137.37,67.87,2.9,0,0,98.81,190.12,96.07,8.68,21.35,34.48,160.59,"Nodo 1 - Pies inventariados",NA,NA
"577","19_578_0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"19_578_2","IFN3","19_578",2,1,0,31.83,13.2,8.5,136.85,10.67,0.44,41.47,64.39,0.48,2.06,4.4,5.5,56.28,35.97,20.31,1.79,0,0,0,49.47,24.46,1.26,5.13,6.16,37.01,"Nodo 1 - Pies inventariados",NA,NA
"578","19_578_0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"19_578_20","IFN3","19_578",20,15,0,31.83,20.25,11,322.06,7.52,1.03,63.62,54.32,0.47,3.11,5.81,7.3,165.28,109.55,55.73,5.26,0,0,71.3,152.56,70.91,4.84,13.85,20.45,110.04,"Nodo 1 - Pies inventariados",NA,NA
"579","19_578_0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"19_578_5","IFN3","19_578",5,2,0,31.83,15.5,9.5,188.69,10.07,0.6,48.69,61.29,0.48,2.4,4.98,6.22,85.53,55.43,30.1,2.72,0,0,0,76.9,36.8,2.09,7.45,9.66,56,"Nodo 1 - Pies inventariados",NA,NA
"580","19_578_0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"19_578_8","IFN3","19_578",8,5,0,127.32,11.45,8.5,102.97,11.51,1.31,35.97,74.24,0.48,1.78,4.42,5.51,42.78,27.07,15.71,5.45,0,0,0,37.6,18.11,0.81,3.69,4.13,26.73,"Nodo 1 - Pies inventariados",NA,NA
"581","19_578_0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"19_578_13","IFN3","19_578",13,10,0,14.15,25.1,10.5,494.81,0.92,0.7,78.85,41.83,0.49,3.89,5.33,6.77,239,160.66,78.33,3.38,0,0,174.12,223.18,108.5,9.49,22.79,37.33,178.12,"Nodo 1 - Pies inventariados",NA,NA
"582","19_578_0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"19_578_14","IFN3","19_578",14,11,0,14.15,28.7,11,646.92,0,0.92,90.16,38.33,0.49,4.43,5.6,7.12,323.9,220.06,103.84,4.58,0,0,212.65,302.94,148.27,14.46,31.11,54.36,248.2,"Nodo 1 - Pies inventariados",NA,NA
"583","19_578_1","IFN2","19_578",31.83,24.6,12.47,475.39,5.28,77.29,50.69,0.43,3.69,7.05,8.6,272,183.33,88.67,0,0,178.84,257.08,115.67,8.91,21.76,35.29,181.64,"Nodo 3 - Pies inventariados",6.1,2.97,18.5,"19_578_1","IFN3","19_578",1,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nodo 1 - Pies inventariados",NA,NA
"584","19_578_10","IFN2","19_578",31.83,28.2,12.81,624.53,0,88.59,45.44,0.45,4.24,7.11,8.74,363.39,247.47,115.92,0,0,217.86,343.34,156.98,13.68,29.86,51.74,252.26,"Nodo 3 - Pies inventariados",6.25,2.81,21.95,"19_578_18","IFN3","19_578",18,0,10,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nodo 1 - Pies inventariados",NA,NA
"585","19_578_11","IFN2","19_578",31.83,18.34,9.36,264.24,11.25,57.62,51.03,0.44,2.81,5.22,6.31,116.65,76.48,40.17,0,0,56.78,104.74,52.06,3.54,11.01,15.49,82.1,"Nodo 3 - Pies inventariados",5.84,2.86,12.5,"19_578_19","IFN3","19_578",19,0,11,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nodo 1 - Pies inventariados",NA,NA
"586","19_578_12","IFN2","19_578",31.83,21.35,9.69,357.94,7.93,67.07,45.4,0.45,3.27,5.35,6.49,161.74,107.29,54.46,0,0,76.55,149.63,73.33,5.71,15.66,23.71,118.4,"Nodo 3 - Pies inventariados",6,2.69,15.35,"19_578_21","IFN3","19_578",21,16,12,14.15,24.75,10.5,481.11,2.3,0.68,77.75,42.42,0.49,3.83,5.37,6.8,232.61,156.21,76.4,3.29,0,0,169.46,217.22,105.33,9.08,22.06,35.89,172.36,"Nodo 1 - Pies inventariados",9.4,3.5
"587","19_578_2","IFN2","19_578",31.83,26.02,12.38,531.89,1.99,81.76,47.57,0.44,3.92,6.89,8.44,300.93,203.61,97.32,0,0,190.98,282.65,129.66,10.63,24.79,41.31,206.4,"Nodo 3 - Pies inventariados",6.17,2.88,19.85,"19_578_3","IFN3","19_578",3,0,2,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nodo 1 - Pies inventariados",NA,NA
