"","X.2","X.1","X","PLOT_ID","Hoja_arboles.x","INVENTORY_ID_IFN2","Anho.x","T_IFN2","N_IFN2","N_muerto_IFN2","N_incorporado_IFN2","G_IFN2","G_muerta_IFN2","G_incorporada_IFN2","dg_IFN2","Do_IFN2","Seccion_dominante_IFN2","Ho_IFN2","d_copa_IFN2","Do_copa_IFN2","FCC_IFN2","Esbeltez.x","Esbeltez_dominante.x","SDI_IFN2","Hart_IFN2","Hart_tresbolillo_IFN2","SI_IFN2","VOB_IFN2","VUB_IFN2","VBARK_IFN2","V_muerto_IFN2","V_incorporado_IFN2","V_desenrollo.x","V_chapa.x","V_sierra_gruesa_IFN2","V_sierra_IFN2","V_sierra_canter_IFN2","V_postes.x","V_estacas.x","V_trituracion_IFN2","WSW_IFN2","WTHICKB_IFN2","WB2_7_IFN2","WTBL_IFN2","WR_IFN2","WT_IFN2","WT_muerta_IFN2","WT_incorporada_IFN2","Hoja_arboles.y","INVENTORY_ID_IFN3","Anho.y","T_IFN3","N_IFN3","N_muerto_IFN3.x","N_incorporado_IFN3.x","G_IFN3","G_muerta_IFN3.x","G_incorporada_IFN3.x","dg_IFN3","Do_IFN3","Seccion_dominante_IFN3","Ho_IFN3","d_copa_IFN3","Do_copa_IFN3","FCC_IFN3","Esbeltez.y","Esbeltez_dominante.y","SDI_IFN3","Hart_IFN3","Hart_tresbolillo_IFN3","SI_IFN3","VOB_IFN3","VUB_IFN3","VBARK_IFN3","V_muerto_IFN3.x","V_incorporado_IFN3.x","V_desenrollo.y","V_chapa.y","V_sierra_gruesa_IFN3","V_sierra_IFN3","V_sierra_canter_IFN3","V_postes.y","V_estacas.y","V_trituracion_IFN3","WSW_IFN3","WTHICKB_IFN3","WB2_7_IFN3","WTBL_IFN3","WR_IFN3","WT_IFN3","WT_muerta_IFN3.x","WT_incorporada_IFN3.x","G_incorporada_IFN3.y","N_incorporado_IFN3.y","V_incorporado_IFN3.y","WT_incorporada_IFN3.y","G_cortada_IFN3","N_cortado_IFN3","V_cortado_IFN3","WT_cortada_IFN3","G_muerta_IFN3.y","N_muerto_IFN3.y","V_muerto_IFN3.y","WT_muerta_IFN3.y"
"35",36,37,37,"9_1133","Nodo 3 - Pies inventariados","IFN2",10,41,3132.37,0,189.77,85.55,NA,6.29,18.65,26.98,574.11,15.26,2.61,2.67,1.76,77.97,56.55,1875.25,11.71,12.58,11.42,574.56,511.76,62.8,0,39.87,0,0,0,3.19,209.03,122.83,282.22,537.1,243.16,0,26.48,47.94,141.6,459.17,NA,25.96,"Nodo 1 - Pies inventariados","IFN3",2003,42,873.58,0,0,25.25,NA,NA,19.18,26.55,557.3,13.9,3.41,3.45,0.82,53.41,52.37,549.53,24.34,26.15,13.82,131.44,119.19,12.25,NA,NA,0,0,0,2.4,59.66,34.37,52.11,121.3,56.63,0,18.56,59.04,41.79,176.02,NA,NA,NA,NA,NA,NA,0,0,0,NA,3.78608301,222.81,1.5695373,63.4114077
"36",37,38,38,"9_1204","Nodo 3 - Pies inventariados","IFN2",10,25,1806.29,0,246.56,38,NA,7.19,16.37,25.28,501.91,7.89,2.89,2.95,1.24,47.59,31.21,860.62,29.82,32.05,5.12,134.79,121.02,13.76,0,22.54,0,0,0,0,14.88,0,86.5,118.92,57.5,0,18.88,42.83,62.9,182.1,NA,29.79,"Nodo 1 - Pies inventariados","IFN3",2003,26,746.26,0,0,14.85,NA,NA,15.92,21.69,372.08,10.27,2.86,2.96,0.51,58.96,47.36,338.6,35.63,38.29,10.23,65.25,58.11,7.14,NA,NA,0,0,0,0,16.85,0,37.36,59.09,27.61,0,6.12,13.32,24.57,71.63,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA
"37",38,39,39,"9_1226","Nodo 3 - Pies inventariados","IFN2",10,25,1020.33,0,129.06,19.11,NA,2.22,15.44,19.3,292.87,10.01,2.81,2.83,0.64,59.68,51.87,439.11,31.27,33.61,7.25,83.27,73.28,9.99,0,9.04,0,0,0,0,6.96,0,60.78,75.4,34.82,0,7.54,17.25,31.63,91.23,NA,7.5,"Nodo 1 - Pies inventariados","IFN3",2003,26,1527.89,0,0,20.07,NA,NA,12.93,19.67,304.94,11.57,2.53,2.6,0.37,77.76,58.82,482.05,22.11,23.76,11.41,56.98,49.76,7.22,NA,NA,0,0,0,0,4.52,0,39.07,51.28,23.64,0,4,8.98,19,55.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38",39,40,40,"9_1227","Nodo 3 - Pies inventariados","IFN2",10,25,1002,0,110.73,21.94,NA,2.09,16.7,19.87,310.08,10.63,3.02,3.04,0.73,55.39,53.53,494.51,29.71,31.92,7.25,94.81,84.31,10.5,0,8.25,0,0,0,0,11.11,0,62.67,86.22,40.06,0,9.08,20,36.32,105.46,NA,7.2,"Nodo 1 - Pies inventariados","IFN3",2003,26,763.94,0,0,14.76,NA,NA,15.68,20.68,336.02,11.11,3.25,3.27,0.43,64.11,53.72,337.8,32.57,35,11.11,60.11,53.78,6.33,NA,NA,0,0,0,0,12.53,0,34.93,55.01,25.55,0,5.13,10.67,21.05,62.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39",40,41,41,"9_1231","Nodo 3 - Pies inventariados","IFN2",10,30,1170.51,0,120.09,26.13,NA,2.25,16.86,21.07,348.98,11.2,2.97,3,0.83,57.01,53.19,587.41,26.09,28.03,7.75,117.84,104.94,12.91,0,9.33,0,0,0,0,14.19,0,74.6,106.79,49.86,0,10.54,22.76,43.25,126.41,NA,7.87,"Nodo 1 - Pies inventariados","IFN3",2003,31,2146.82,0,0,27.87,NA,NA,12.86,21.21,354.18,11.61,2.76,2.85,0.48,78.38,54.74,670.47,18.59,19.97,11.65,76.93,68.39,8.55,NA,NA,0,0,0,0,18.87,0,42.89,70.34,32.49,0,5.77,12.14,25.59,76.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40",41,42,42,"9_1232","Nodo 3 - Pies inventariados","IFN2",10,25,1281.53,0,135.62,24.67,NA,2.27,15.65,18.69,274.25,8.78,2.86,2.89,0.84,51.94,46.98,564.86,31.82,34.19,5.87,93.86,83.17,10.7,0,7.89,0,0,0,0,0,0,68.66,83.63,39.52,0,11,25.87,40.83,117.21,NA,7.96,"Nodo 1 - Pies inventariados","IFN3",2003,26,795.77,0,0,13.21,NA,NA,14.54,19.31,293.04,9.15,2.69,2.75,0.46,58.43,47.4,308.24,38.72,41.61,9.24,51.58,45.39,6.2,NA,NA,0,0,0,0,5.6,0,34.95,45.86,21.56,0,5.2,12.31,20.93,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41",42,43,43,"9_1234","Nodo 3 - Pies inventariados","IFN2",10,30,936.45,0,140.67,24.57,NA,4.11,18.28,23.96,451.14,12.26,3.19,3.24,0.77,53.96,51.16,541.38,26.66,28.64,8.75,114.96,103.89,11.07,0,19.9,0,0,0,0,40.27,18.38,55.7,104.75,49.36,0,10.3,21.06,40.67,121.4,NA,15.62,"Nodo 1 - Pies inventariados","IFN3",2003,31,1138.84,0,0,23.04,NA,NA,16.05,23.58,439.63,13.24,2.98,3.04,0.4,74.5,56.12,524.39,22.39,24.06,13.07,72.13,64.53,7.6,NA,NA,0,0,0,0,24.05,8.84,37.69,66.7,30.66,0,4.86,9.85,21.86,67.22,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA
"42",43,44,44,"9_1237","Nodo 3 - Pies inventariados","IFN2",10,35,1425.77,0,159.6,48.62,NA,5.62,20.84,28.09,621.09,12.78,3.24,3.33,1.24,57.56,45.47,1036.6,20.73,22.27,9.82,268.21,245.56,22.65,0,29.41,0,0,0,0,139.31,74.28,89.64,249.19,116.68,0,19.2,34.28,80.47,250.63,NA,22.43,"Nodo 1 - Pies inventariados","IFN3",2003,36,438.56,0,0,18.02,NA,NA,22.87,28.78,653.07,13.83,3.89,3.95,0.54,55.02,48.04,375.4,34.53,37.11,13.79,102.12,94.45,7.67,NA,NA,0,0,0,2.44,58.66,34.46,27.58,95.54,44.88,0,7.29,12.31,29.83,94.31,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA
"43",44,45,45,"9_1243","Nodo 3 - Pies inventariados","IFN2",10,30,1855.29,0,168.24,55.39,NA,6.04,19.5,26.4,547.52,13.5,3.03,3.08,1.38,61.44,51.14,1200.79,17.2,18.48,9.62,308.03,278.26,29.77,0,32.48,0,0,0,0,126.48,60.88,134,287.11,132.21,0,20.79,39.29,91.69,283.97,NA,24.26,"Nodo 1 - Pies inventariados","IFN3",2003,31,1308.61,0,0,35.15,NA,NA,18.49,24.93,489.39,15.36,3.01,3.05,0.86,73.48,61.59,772.16,18,19.34,15.35,226.56,202.75,23.8,NA,NA,0,0,0,0,102.57,62.1,101.55,212.21,96.34,0,10.91,19.76,56.9,183.91,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA
"44",45,46,46,"9_1244","Nodo 3 - Pies inventariados","IFN2",10,30,2412.2,0,120.37,50.5,NA,2.2,16.33,21.86,375.29,12.59,2.61,2.65,1.33,67.8,57.6,1144.37,16.17,17.38,9,265.48,234,31.48,0,10.76,0,0,0,0,41.54,5.53,175.68,243.04,111.18,0,17.56,37.07,83.58,249.4,NA,7.65,"Nodo 1 - Pies inventariados","IFN3",2003,31,1573.87,0,0,31.2,NA,NA,15.89,21.66,368.57,13.81,2.52,2.59,0.83,84.79,63.75,711.9,18.26,19.62,13.72,197.4,172.36,25.04,NA,NA,0,0,0,0,39.42,7.6,126.49,182.81,81.9,0,9.26,18.57,51.64,161.37,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA
"45",46,47,47,"9_1253","Nodo 3 - Pies inventariados","IFN2",10,30,1152.64,0,126.97,46.6,NA,5.21,22.69,28.65,645.71,15.61,3.45,3.49,1.1,62.41,54.48,972.69,18.87,20.28,11.69,300.64,275.55,25.09,0,31.95,0,0,0,3.04,171.24,137.33,84.05,283.31,130.92,0,16.62,27.62,77.14,252.3,NA,21.51,"Nodo 1 - Pies inventariados","IFN3",2003,31,827.61,0,0,21.45,NA,NA,18.17,27.92,614.01,15.97,3.62,3.66,0.47,69.8,57.2,473.36,21.76,23.39,15.8,110.49,100.99,9.49,NA,NA,0,0,0,2.22,59.39,29.46,35.04,103.91,47.99,0,6,10.08,28.21,92.27,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA
"46",47,48,48,"9_1254","Nodo 3 - Pies inventariados","IFN2",10,39,1972.1,0,157.73,64.17,NA,5.77,20.35,29.21,671.2,16.44,2.9,2.98,1.38,70.84,56.3,1376.24,13.69,14.72,12.69,435.5,394.73,40.77,0,37.8,0,0,0,5.89,235.01,178.62,147.5,409,187.55,0,21.06,36.19,106.22,351.02,NA,24.18,"Nodo 1 - Pies inventariados","IFN3",2003,40,710.89,0,0,29.8,NA,NA,23.1,29.9,703.46,18.13,3.49,3.55,0.67,75.16,60.62,619.09,20.69,22.23,18.02,226.29,206.6,19.68,NA,NA,0,0,0,11.54,135.43,109.6,59.66,214.58,98.16,0,8.99,13.89,48.01,169.06,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA
"47",48,49,49,"9_1255","Nodo 3 - Pies inventariados","IFN2",10,30,1088.82,0,183.41,28.93,NA,6.62,18.39,27.96,616.15,10.37,3.16,3.26,0.91,50.88,37.09,636.3,29.22,31.39,6.63,124.96,113.79,11.17,0,27.16,0,0,0,0,40.91,19.32,57.1,113.9,54.06,0,13.18,26.52,47.88,141.64,NA,26.55,"Nodo 1 - Pies inventariados","IFN3",2003,31,159.15,0,0,4.41,NA,NA,18.78,19.85,310.72,12.08,3.56,3.57,0.16,63.82,60.85,96.46,65.62,70.52,11.82,24.25,21.68,2.56,NA,NA,0,0,0,0,6.49,0,13.43,22.56,10.3,0,1.6,3.09,7.3,22.29,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA
"48",49,50,50,"9_1257","Nodo 3 - Pies inventariados","IFN2",10,25,2096.95,0,155.27,53.23,NA,4.19,17.98,23.34,427.89,13.55,2.79,2.83,1.32,68.59,58.05,1177.66,16.12,17.32,10,306.21,272.51,33.7,0,24.16,0,0,0,0,92.25,18.36,170.85,283.88,129.48,0,18.15,35.35,88.11,271.1,NA,16.22,"Nodo 1 - Pies inventariados","IFN3",2003,26,1602.16,0,0,35.78,NA,NA,16.86,23.18,423.28,13.47,2.78,2.83,1.01,68.94,58.11,804.28,18.54,19.93,13.49,205.89,182.26,23.63,NA,NA,0,0,0,0,58.55,13.46,121.06,190.37,86.6,0,16.7,50.38,59.22,212.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.83885093,190.98,0.595221,37.979556
"49",50,51,51,"9_1260","Nodo 3 - Pies inventariados","IFN2",10,25,2036.55,0,158.52,49.22,NA,4.26,17.54,23.4,430.51,12.18,2.83,2.87,1.32,61.36,52.02,1095.56,18.2,19.56,8.77,248.3,221.75,26.55,0,21.45,0,0,0,0,69.78,10.62,140.08,227.65,105.36,0,18.58,37.87,81.47,243.27,NA,16.26,"Nodo 1 - Pies inventariados","IFN3",2003,26,470.39,0,0,14.68,NA,NA,19.93,24.29,486.95,13.51,3.37,3.39,0.38,62.6,55.64,316.41,34.12,36.67,13.29,76.21,68.26,7.95,NA,NA,0,0,0,0,31.99,7.82,37.18,71.15,32.43,0,4.27,7.93,20.84,65.47,NA,NA,NA,NA,NA,NA,0,0,0,NA,0.53289786,31.83,0,NA
"50",51,52,52,"9_1278","Nodo 3 - Pies inventariados","IFN2",10,20,1181.77,0,163.18,18.73,NA,2.29,14.21,15.41,186.41,6.76,2.72,2.73,0.69,49.81,43.85,439.53,43.06,46.27,4,62.39,54.69,7.71,0,6.82,0,0,0,0,0,0,47.17,54.87,25.98,0,8.74,22.58,31.01,88.31,NA,8.18,"Nodo 1 - Pies inventariados","IFN3",2003,21,763.94,0,0,8.75,NA,NA,12.07,16.15,204.98,8.7,2.86,2.87,0.16,60.11,53.85,213.76,41.59,44.7,8.7,17.89,15.64,2.25,NA,NA,0,0,0,0,0,0,13.82,15.83,7.43,0,1.75,4.19,7.22,20.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51",52,53,53,"9_1287","Nodo 3 - Pies inventariados","IFN2",10,25,1300.37,0,189.82,37.52,NA,6.38,19.17,26.85,567.91,13.85,3.08,3.16,1.02,61.81,51.56,816.81,20.03,21.52,9.65,205.56,185.96,19.6,0,34.08,0,0,0,0,77.07,48.49,88.28,189.85,88.36,0,14.28,26.86,62.1,191.6,NA,25.1,"Nodo 1 - Pies inventariados","IFN3",2003,26,817,0,0,18.43,NA,NA,16.95,26.87,576.76,13.35,3.2,3.32,0.53,48.57,49.69,413.84,26.21,28.16,12.87,76.03,69.14,6.89,NA,NA,0,0,0,4.54,32.76,21.05,29.34,70.3,32.85,0,14.93,62.03,25.19,135,NA,NA,NA,NA,NA,NA,0,0,0,NA,2.45721234,222.81,0.6369183,68.2107351
"52",53,54,54,"9_1295","Nodo 3 - Pies inventariados","IFN2",10,20,337.99,0,83.34,8.41,NA,1.78,17.8,20.31,324.98,8.84,3.48,3.5,0.33,44.02,43.55,186.47,61.5,66.09,5.6,30.57,27.67,2.9,0,5.91,0,0,0,0,5.57,0,17.29,27.48,13.15,0,4.21,9.36,13.92,40.63,NA,6.52,"Nodo 1 - Pies inventariados","IFN3",2003,21,265.26,0,0,6.45,NA,NA,17.6,22.41,405.71,9.05,3.35,3.43,0.2,29.71,40.38,143.5,67.84,72.89,9.06,14.43,13.33,1.1,NA,NA,0,0,0,0,7.44,0,5.24,13.04,6.33,0,9.24,50.05,7.67,73.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.33393164,127.32,0.2062584,56.9731536
"53",54,55,55,"9_1339","Nodo 3 - Pies inventariados","IFN2",10,30,2006.55,0,178.03,57.2,NA,6.16,19.05,26.89,569.12,13.66,2.86,2.96,1.38,67.08,50.82,1247.2,16.34,17.56,10.18,333.4,300.49,32.92,0,33.38,0,0,0,0,140.64,72.49,143.18,310.01,142.77,0,20.49,37.53,94.68,295.48,NA,24.67,"Nodo 1 - Pies inventariados","IFN3",2003,31,715.99,0,0,20.4,NA,NA,19.05,29.39,693.07,16.07,3.28,3.41,0.36,76.68,54.67,444.89,23.26,25,16.05,87.57,79.87,7.7,NA,NA,0,0,0,2.37,48.84,41.61,25.32,82.08,37.95,0,4.45,7.51,21.72,71.63,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA
"54",55,56,56,"9_1341","Nodo 3 - Pies inventariados","IFN2",10,36,1689.97,0,126.71,66.59,NA,4.94,22.4,33.59,888.62,15.91,3.17,3.28,1.43,65.2,47.37,1394.39,15.29,16.43,12,440.33,405.19,35.14,0,30.67,0,0,0,30.59,235.92,189.61,121.37,414.74,192.52,0,23.77,38.3,110.22,364.82,NA,20.82,"Nodo 1 - Pies inventariados","IFN3",2003,37,519.91,0,0,26.48,NA,NA,25.47,32.73,851.53,19.18,3.81,3.91,0.59,71.57,58.61,536.97,22.86,24.57,19.13,208.57,193.89,14.69,NA,NA,0,0,0,37.73,121.54,94.63,36.7,197.97,92.12,0.02,8.31,11.79,42.55,154.8,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA
"55",56,57,57,"9_1342","Nodo 3 - Pies inventariados","IFN2",10,35,2456.13,0,181.98,69.93,NA,6.18,19.04,26.48,551.35,13.93,2.84,2.9,1.62,66.16,52.58,1524.93,14.49,15.57,10,405.31,364.29,41.03,0,34.27,0,0,0,0,151.8,69.27,187.59,376.71,173.09,0,24.74,46.1,115.74,359.67,NA,24.83,"Nodo 1 - Pies inventariados","IFN3",2003,36,626.01,0,0,16.2,NA,NA,18.15,23.89,449.68,15.37,3.21,3.29,0.53,55.32,64.34,357.55,26,27.94,15.42,92.8,83.71,9.09,NA,NA,0,0,0,0,46.31,27.6,35.11,86.29,39.77,0,12.97,47.38,26.82,126.93,NA,NA,NA,NA,NA,NA,0,0,0,NA,2.51125968,222.81,0.8078454,52.7337159
"56",57,58,58,"9_1343","Nodo 3 - Pies inventariados","IFN2",10,35,2437.38,0,152.62,80.23,NA,5.55,20.47,27.28,584.94,14.76,2.92,2.99,1.71,67.86,54.09,1718.09,13.73,14.75,10.91,510.36,461.77,48.59,0,33.43,0,0,0,0,265.12,160.99,192.59,478.03,219.4,0,27.45,48.04,132.79,427.68,NA,22.95,"Nodo 1 - Pies inventariados","IFN3",2003,36,735.65,0,0,27.55,NA,NA,21.84,27.81,608.28,17.54,3.36,3.4,0.67,74.92,63.07,580.54,21.02,22.59,17.49,205.2,185.74,19.46,NA,NA,0,0,0,2.29,110.28,76.54,67.85,194,88.25,0,8.49,13.86,45.6,156.19,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA
"57",58,59,59,"9_1351","Nodo 3 - Pies inventariados","IFN2",10,35,2176.85,0,157.35,70.41,NA,5.64,20.29,26.11,536.05,13.21,3.03,3.08,1.63,62.51,50.58,1511.18,16.23,17.44,9.56,405.32,367.06,38.26,0,30.3,0,0,0,0,183.69,96.18,158.08,377.69,174.4,0,25.87,46.77,116.55,363.59,NA,22.69,"Nodo 1 - Pies inventariados","IFN3",2003,36,717.97,0,0,25.04,NA,NA,21.07,25.42,509.54,13.76,3.5,3.52,0.7,61.94,54.13,532.43,27.12,29.14,13.78,148.78,135.03,13.75,NA,NA,0,0,0,0,76.86,22.64,53.34,139.37,64.16,0,9.09,16.14,41.45,130.85,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA
"58",59,60,60,"9_1357","Nodo 3 - Pies inventariados","IFN2",10,30,955.52,0,96.09,21.74,NA,1.97,17.02,21.68,369.36,11.75,2.95,2.99,0.67,64.36,54.2,487.47,27.53,29.59,10.41,112.65,100,12.65,0,9.61,0,0,0,0,20.26,0,68.22,103.76,47.51,0,7.87,16.27,35.98,107.63,NA,6.75,"Nodo 1 - Pies inventariados","IFN3",2003,31,544.66,0,0,16.61,NA,NA,19.7,27.44,601.84,16.16,3.34,3.36,0.19,71.28,58.91,359.12,26.51,28.48,15.59,40.79,36.52,4.27,NA,NA,0,0,0,0,15.04,10.16,19.74,38.24,17.35,0,2.15,3.94,10.79,34.23,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA
"59",60,61,61,"9_1360","Nodo 3 - Pies inventariados","IFN2",10,25,649.51,0,126.07,29.07,NA,5.22,23.87,30.52,733.54,10.69,4.05,4.16,0.88,41.8,35.02,599.01,36.71,39.45,7.44,132.44,124.84,7.6,0,21.9,0,0,0,2.99,72.11,59.08,26.12,122.15,59.32,0,14.78,25.75,48.11,147.95,NA,21.46,"Nodo 1 - Pies inventariados","IFN3",2003,26,272.33,0,0,16.52,NA,NA,27.79,32.16,816.57,14.89,4.87,4.91,0.4,53.79,46.3,327.73,40.7,43.73,14.8,92.19,87.62,4.57,NA,NA,0,0,0,17.56,57.16,48.34,9.37,87.24,41.63,0,5.94,8.53,23.7,79.8,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA
"60",61,62,62,"9_1361","Nodo 3 - Pies inventariados","IFN2",10,35,1635.12,0,128.45,61.07,NA,5.05,21.81,27.1,577.87,13.51,3.38,3.41,1.5,54.68,49.84,1287.32,18.31,19.67,9.55,328.77,301.32,27.45,0,25.5,0,0,0,0,178.56,82.34,107.47,306.39,143.17,0,24.65,43.91,101.08,312.81,NA,20.33,"Nodo 1 - Pies inventariados","IFN3",2003,36,1294.46,0,0,43.16,NA,NA,20.6,27.27,586.93,16.45,3.13,3.17,1.02,70.83,60.32,922.77,16.9,18.16,16.39,291.02,262.38,28.64,NA,NA,0,0,0,2.34,153.94,82.09,114.12,273.6,124.67,0,13.96,24.29,71.44,234.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"61",62,63,63,"9_1389","Nodo 3 - Pies inventariados","IFN2",10,28,1397.63,0,124.4,25.95,NA,2.19,15.37,20.8,340.57,9.21,2.78,2.81,0.87,54.7,44.29,596.91,29.03,31.19,6.37,102.19,90.29,11.9,0,7.84,0,0,0,0,9.41,0,72.72,90.51,42.9,0,11.2,26.25,42.95,123.3,NA,7.79,"Nodo 1 - Pies inventariados","IFN3",2003,29,1669.36,0,0,22.74,NA,NA,13.17,21.43,361.63,11.72,2.54,2.61,0.47,72.23,54.7,543.85,20.88,22.44,11.71,73.31,64.25,9.06,NA,NA,0,0,0,0,16.3,0,45.94,66.29,30.53,0,5.19,11.56,24.4,71.68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"62",63,64,64,"9_1390","Nodo 3 - Pies inventariados","IFN2",10,30,1758.23,0,166.68,28.08,NA,2.42,14.26,17.2,232.53,8.63,2.57,2.59,0.92,60.12,50.16,658.17,27.64,29.7,5.58,113.67,98.95,14.72,0,8.93,0,0,0,0,0,0,90.08,100.64,47.01,0,11.14,27.19,46.47,131.82,NA,8.07,"Nodo 1 - Pies inventariados","IFN3",2003,31,827.61,0,0,11.28,NA,NA,13.17,17.51,241.73,11.86,2.36,2.39,0.37,89.12,67.73,269.68,29.3,31.49,11.78,63.64,54.08,9.56,NA,NA,0,0,0,0,3.62,0,50.75,57.2,25.7,0,3.25,7.58,18.67,55.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"63",64,65,65,"9_1391","Nodo 3 - Pies inventariados","IFN2",10,48,970.93,0,93.81,47.11,NA,4.14,24.85,32.94,858.17,17.47,3.62,3.69,1.04,64.49,53.02,961.03,18.37,19.74,13.44,337.8,312.76,25.03,0,27.91,0,0,0,32.73,209.73,149.33,69.9,319.79,148.6,0.01,16.39,24.96,77.97,267.93,NA,17.67,"Nodo 1 - Pies inventariados","IFN3",2003,49,717.97,0,0,32.03,NA,NA,23.83,33.45,885.09,17.26,3.76,3.86,0.84,58.21,51.59,660.41,21.62,23.24,17.1,212.36,197.64,14.72,NA,NA,0,0,0,30.77,120.44,92.82,45.15,200.42,93.91,0.03,17.57,45.32,53.02,209.86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.68145158,95.49,0.5172375,38.0037468
"64",65,66,66,"9_1394","Nodo 3 - Pies inventariados","IFN2",10,49,1197.79,0,76.63,63.81,NA,3.7,26.04,34.65,943.67,19.85,3.49,3.57,1.2,70.69,57.29,1286.67,14.56,15.64,15.44,522.88,485.35,37.54,0,28.54,0,0,0,103.74,315.88,239.25,93.31,496.7,230.61,0,20.45,29.13,105.62,385.8,NA,16.95,"Nodo 1 - Pies inventariados","IFN3",2003,50,477.46,0,0,34.96,NA,NA,30.53,35.93,1015.16,18.89,4.39,4.47,0.75,60.89,52.58,677.43,24.23,26.03,18.74,280.41,265.99,14.42,NA,NA,0,0,0,103.51,153.11,123.23,26.07,267.09,126.38,0,12.45,16.35,57.86,213.04,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA
"65",66,67,67,"9_1398","Nodo 3 - Pies inventariados","IFN2",10,31,1329.96,0,184.05,37.28,NA,6.23,18.89,25.96,529.68,10.64,3.2,3.27,1.11,50.41,40.99,814.58,25.77,27.7,7.37,163.99,149.24,14.76,0,26.11,0,0,0,0,62.43,13.97,74.83,149.55,70.91,0,16.72,33.56,61.71,182.89,NA,24.48,"Nodo 1 - Pies inventariados","IFN3",2003,32,640.16,0,0,19.87,NA,NA,19.88,25.22,503.68,10.59,3.57,3.62,0.66,47.65,41.97,428.57,37.34,40.12,10.31,85.95,78.67,7.28,NA,NA,0,0,0,0,32.71,8.8,36.06,78.8,37.38,0,9.27,18.29,32.88,97.82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"66",67,68,68,"9_1401","Nodo 3 - Pies inventariados","IFN2",10,25,1327.49,0,149.74,33.27,NA,4.16,17.86,22.59,400.72,10.99,3.07,3.11,1.01,54.8,48.67,737.14,24.97,26.83,7.12,150.09,134.84,15.25,0,18.96,0,0,0,0,39.46,0,81.84,136.72,64.07,0,13.96,28.93,55.06,162.02,NA,15.81,"Nodo 1 - Pies inventariados","IFN3",2003,26,1128.23,0,0,23.31,NA,NA,16.22,21.85,375.26,14.01,3.07,3.1,0.56,85.63,64.15,529.12,21.24,22.83,14,130.98,116.41,14.57,NA,NA,0,0,0,0,49.81,12.56,69.08,122.52,55.31,0,6.42,11.97,33.7,107.4,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA
"67",68,69,69,"9_1405","Nodo 3 - Pies inventariados","IFN2",10,50,1092.38,0,63.17,65.2,NA,3.17,27.57,35.48,990.93,18.26,3.73,3.79,1.23,66.02,51.48,1296.22,16.57,17.8,14.12,521.65,487.2,34.45,0,23.74,0,0,0,96.44,330.39,252.04,71,495.45,231.49,0,21.81,30.49,107.92,391.71,NA,14.49,"Nodo 1 - Pies inventariados","IFN3",2003,51,679.06,0,0,44.4,NA,NA,28.85,35.74,1004.85,19.67,4.04,4.11,0.9,64.61,55.06,872.69,19.5,20.96,19.66,362.12,340.37,21.75,NA,NA,0,0,0,94.79,220.26,174.01,41.2,345.4,161.72,0,15.05,20.4,73.49,270.66,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA
