"","TREE_ID","INVENTORY_ID_IFN2","PLOT_ID.x","expan_IFN2","dbh_IFN2","h_IFN2","g_IFN2","bal_IFN2","circ_normal_IFN2","esbeltez_IFN2","cr_IFN2","lcw_IFN2","hcb_IFN2","hlcw_IFN2","vob_IFN2","vub_IFN2","vbark_IFN2","v_sierra_gruesa_IFN2","v_sierra_IFN2","v_sierra_canter_IFN2","v_trituracion_IFN2","wsw_IFN2","wb2_t_IFN2","wtbl_IFN2","wr_IFN2","wt_IFN2","sheet_SM4_IFN2","dbh_i_IFN2","h_i_IFN2","TREE_ID.y","INVENTORY_ID_IFN3","PLOT_ID.y","TREE_ID_IFN3_2","TREE_ID_IFN3","TREE_ID_IFN2","expan_IFN3","dbh_IFN3","h_IFN3","g_IFN3","bal_IFN3","circ_normal_IFN3","esbeltez_IFN3","cr_IFN3","lcw_IFN3","hcb_IFN3","hlcw_IFN3","vob_IFN3","vub_IFN3","vbark_IFN3","v_sierra_gruesa_IFN3","v_sierra_IFN3","v_sierra_canter_IFN3","v_trituracion_IFN3","wsw_IFN3","wb2_t_IFN3","wtbl_IFN3","wr_IFN3","wt_IFN3","sheet_SM4_IFN3","dbh_i_IFN3","h_i_IFN3"
"57","19_1051_5","IFN2","19_1051",36.62,18.68,8.15,274.14,15,58.69,43.61,0.43,2.86,4.63,5.52,105.55,69.07,36.48,0,0,0,93.74,49.68,3.75,11.49,16.31,81.23,"Nodo 3 - Pies mayores",3.18,1.65,"19_1051_6","IFN3","19_1051",6,5,5,31.83,21.85,6.7,374.97,5.13,68.64,30.66,0.49,3.45,3.4,4.2,117.96,77.69,40.27,0,0,72.2,104.11,61.31,6.14,16.52,25.3,109.27,"Nodo 1 - Pies mayores",6.35,0.2
"58","19_1051_6","IFN2","19_1051",36.62,18.71,6.26,274.94,13.99,58.78,33.44,0.45,2.91,3.45,4.12,81.79,53.19,28.6,0,0,0,72.76,42.33,3.77,11.53,16.38,74.01,"Nodo 3 - Pies mayores",3.21,1.26,"19_1051_7","IFN3","19_1051",7,6,6,31.83,19.35,5.7,294.07,10.45,60.79,29.46,0.49,3.06,2.92,3.58,79.69,51.83,27.85,0,0,0,68.1,42.9,4.19,12.46,18,77.56,"Nodo 1 - Pies mayores",3.85,0.7
"59","19_1051_7","IFN2","19_1051",36.45,15.81,7.1,196.35,21.25,49.67,44.92,0.42,2.43,4.09,4.84,66.9,43.12,23.78,0,0,0,58.06,32.06,2.22,7.8,10.22,52.3,"Nodo 3 - Pies mayores",3.01,1.6,"19_1051_9","IFN3","19_1051",9,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Nodo 1 - Pies mayores",.,.
"60","19_1051_8","IFN2","19_1051",37.34,27.08,8.85,575.79,2.19,85.06,32.68,0.46,4.18,4.8,5.82,234.09,157.57,76.52,0,0,178.48,212.28,114.6,12.04,27.18,46.17,199.98,"Nodo 3 - Pies mayores",3.53,1.35,"19_1051_10","IFN3","19_1051",10,8,8,14.15,27.05,9.2,574.68,0.94,84.98,34.01,0.48,4.21,4.74,5.9,242.68,163.49,79.19,0,0,179.84,224.55,117.14,12.01,27.12,46.04,202.3,"Nodo 1 - Pies mayores",3.5,1.7
"61","19_1051_9","IFN2","19_1051",40.72,23.94,7.83,450.12,4.34,75.21,32.71,0.46,3.71,4.22,5.11,163.8,108.99,54.82,0,0,90.43,146.72,81.89,8.18,20.42,32.69,143.18,"Nodo 3 - Pies mayores",3.44,1.33,"19_1051_11","IFN3","19_1051",11,9,9,14.15,25.05,7.8,492.84,2.57,78.7,31.14,0.49,3.93,3.97,4.93,178.11,118.87,59.23,0,0,98.54,160.19,89.92,9.43,22.69,37.12,159.16,"Nodo 1 - Pies mayores",4.55,1.3
"62","19_1052_0",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"19_1052_1","IFN3","19_1052",1,1,0,31.83,13.95,5.6,152.84,21.86,43.83,40.14,0.42,2.16,3.25,3.8,41.66,26.47,15.19,0,0,0,35.73,21.24,1.5,5.83,7.19,35.77,"Nodo 1 - Pies mayores",.,.
"63","19_1052_0",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"19_1052_2","IFN3","19_1052",2,2,0,31.83,15.95,5.8,199.81,19.03,50.11,36.36,0.42,2.47,3.34,3.92,55.83,35.84,19.99,0,0,0,47.5,28.82,2.28,7.96,10.47,49.53,"Nodo 1 - Pies mayores",.,.
"64","19_1052_0",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"19_1052_24","IFN3","19_1052",24,15,0,14.15,25.1,8.2,494.81,2,78.85,32.67,0.45,3.87,4.52,5.43,187.74,125.47,62.27,0,0,100.24,171.86,93.13,9.49,22.79,37.33,162.75,"Nodo 1 - Pies mayores",.,.
"65","19_1052_0",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"19_1052_3","IFN3","19_1052",3,3,0,31.83,13.7,5.9,147.41,22.35,43.04,43.07,0.42,2.11,3.45,4.03,42.34,26.9,15.44,0,0,0,35.84,21.12,1.42,5.59,6.84,34.96,"Nodo 1 - Pies mayores",.,.
"66","19_1052_0",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"19_1052_33","IFN3","19_1052",33,24,0,31.83,14.2,5.4,158.37,20.87,44.61,38.03,0.42,2.2,3.11,3.65,41.61,26.45,15.16,0,0,0,36.02,21.57,1.59,6.08,7.56,36.79,"Nodo 1 - Pies mayores",.,.
"67","19_1052_0",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"19_1052_36","IFN3","19_1052",36,26,0,14.15,24.65,6.8,477.23,2.7,77.44,27.59,0.46,3.84,3.69,4.42,151.01,100.35,50.66,0,0,91.48,137.71,79.84,8.97,21.86,35.48,146.15,"Nodo 1 - Pies mayores",.,.
"68","19_1052_0",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"19_1052_43","IFN3","19_1052",43,30,0,31.83,15.65,5.6,192.36,19.67,49.17,35.78,0.42,2.42,3.22,3.78,52.01,33.31,18.7,0,0,0,44.61,27.09,2.15,7.62,9.93,46.79,"Nodo 1 - Pies mayores",.,.
"69","19_1052_0",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"19_1052_45","IFN3","19_1052",45,32,0,14.15,22.5,5.8,397.61,5.91,70.69,25.78,0.46,3.52,3.15,3.76,108.42,71.31,37.11,0,0,72.41,97.15,59.66,6.73,17.69,27.47,111.56,"Nodo 1 - Pies mayores",.,.
"70","19_1052_1","IFN2","19_1052",35.05,15.6,6.58,191.04,28.86,49,42.19,0.35,2.33,4.28,4.87,60.47,38.87,21.6,0,0,0,53.34,29.71,2.13,7.56,9.83,49.23,"Nodo 3 - Pies mayores",2.15,1.08,"19_1052_4","IFN3","19_1052",4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Nodo 1 - Pies mayores",.,.
"71","19_1052_10","IFN2","19_1052",35.16,19.17,7.63,288.67,15.75,60.23,39.79,0.37,2.88,4.78,5.53,104.05,68.1,35.94,0,0,0,94.01,50.38,4.07,12.2,17.54,84.19,"Nodo 3 - Pies mayores",2.37,1.13,"19_1052_13","IFN3","19_1052",13,7,10,14.15,22.85,8.3,410.07,5.33,71.79,36.32,0.44,3.51,4.65,5.56,158.49,105.25,53.24,0,0,84.05,145.44,76.93,7.07,18.33,28.69,131.01,"Nodo 1 - Pies mayores",6.05,1.8
"72","19_1052_11","IFN2","19_1052",135.61,11.19,6.32,98.32,36.86,35.15,56.52,0.33,1.66,4.21,4.76,30.65,19.23,11.43,0,0,0,25.42,14.36,0.75,3.5,3.87,22.48,"Nodo 3 - Pies mayores",1.89,1.32,"19_1052_14","IFN3","19_1052",14,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Nodo 1 - Pies mayores",.,.
"73","19_1052_12","IFN2","19_1052",35.16,19.22,8.81,290.07,14.73,60.37,45.84,0.37,2.86,5.58,6.46,120.29,79.02,41.27,0,0,61.06,109.57,55.34,4.1,12.27,17.66,89.37,"Nodo 3 - Pies mayores",2.37,1.31,"19_1052_15","IFN3","19_1052",15,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Nodo 1 - Pies mayores",.,.
"74","19_1052_13","IFN2","19_1052",35.15,18.68,7.64,274.13,18.75,58.69,40.87,0.37,2.79,4.84,5.58,99.07,64.73,34.34,0,0,0,88.98,47.72,3.75,11.49,16.31,79.28,"Nodo 3 - Pies mayores",2.33,1.14,"19_1052_16","IFN3","19_1052",16,8,13,31.83,21,8.6,346.36,11.24,65.97,40.95,0.42,3.2,4.96,5.89,139.42,92.11,47.31,0,0,72.02,127.66,65.77,5.42,15.07,22.64,108.91,"Nodo 1 - Pies mayores",4.65,2.1
"75","19_1052_14","IFN2","19_1052",35.12,17.24,9.49,233.39,22.27,54.16,55.03,0.35,2.53,6.21,7.13,104.84,68.46,36.38,0,0,0,94.17,46.03,2.92,9.53,13.02,71.5,"Nodo 3 - Pies mayores",2.24,1.49,"19_1052_17","IFN3","19_1052",17,9,14,31.83,19.45,8,297.12,13.44,61.1,41.13,0.42,2.97,4.62,5.47,112.05,73.5,38.55,0,0,60.92,99.74,53.48,4.26,12.61,18.26,88.62,"Nodo 1 - Pies mayores",4.45,0
"76","19_1052_15","IFN2","19_1052",35.19,22.44,8.65,395.53,8.8,70.5,38.55,0.38,3.36,5.35,6.24,159.39,105.82,53.58,0,0,81.92,145.49,75.97,6.68,17.58,27.27,127.5,"Nodo 3 - Pies mayores",2.49,1.15,"19_1052_18","IFN3","19_1052",18,10,15,14.15,24.05,7.4,454.28,4.69,75.56,30.77,0.45,3.72,4.08,4.89,156.4,103.95,52.44,0,0,89.6,141.83,79.85,8.3,20.64,33.12,141.91,"Nodo 1 - Pies mayores",4.1,.
"77","19_1052_16","IFN2","19_1052",35.17,19.84,9.36,309.15,13.65,62.33,47.19,0.37,2.94,5.94,6.89,135.75,89.5,46.25,0,0,66.08,125.34,61.47,4.53,13.21,19.31,98.52,"Nodo 3 - Pies mayores",2.39,1.36,"19_1052_19","IFN3","19_1052",19,11,16,31.83,19.2,8.9,289.53,14.38,60.32,46.35,0.41,2.91,5.22,6.17,121.28,79.68,41.6,0,0,61.09,110.43,55.58,4.09,12.24,17.61,89.53,"Nodo 1 - Pies mayores",1.75,0.9
"78","19_1052_17","IFN2","19_1052",136.41,12.47,4.94,122.2,35.19,39.19,39.58,0.35,1.88,3.22,3.65,29.69,18.66,11.03,0,0,0,23.66,15.51,1.06,4.5,5.25,26.32,"Nodo 3 - Pies mayores",1.97,0.94,"19_1052_20","IFN3","19_1052",20,12,17,127.32,11.1,4.9,96.77,22.82,34.87,44.14,0.42,1.72,2.83,3.31,23.53,14.66,8.87,0,0,0,18.84,12.06,0.73,3.43,3.79,20.02,"Nodo 1 - Pies mayores",0.6,0.9
"79","19_1052_18","IFN2","19_1052",134.59,10.06,5.15,79.56,39.44,31.62,51.16,0.34,1.5,3.42,3.85,20.45,12.67,7.78,0,0,0,16.06,10.11,0.54,2.74,2.88,16.26,"Nodo 3 - Pies mayores",1.81,1.15,"19_1052_21","IFN3","19_1052",21,13,18,127.32,9.15,5,65.76,25.02,28.75,54.64,0.42,1.42,2.92,3.4,16.53,10.17,6.37,0,0,0,13.09,8.12,0.4,2.19,2.2,12.91,"Nodo 1 - Pies mayores",0.9,1
"80","19_1052_19","IFN2","19_1052",35.15,18.85,7.63,278.94,17.77,59.21,40.51,0.37,2.82,4.82,5.57,100.72,65.85,34.87,0,0,0,90.44,48.6,3.86,11.72,16.71,80.9,"Nodo 3 - Pies mayores",2.35,1.13,"19_1052_22","IFN3","19_1052",22,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Nodo 1 - Pies mayores",.,.
"81","19_1052_2","IFN2","19_1052",35.18,20.89,9.31,342.65,10.19,65.62,44.59,0.37,3.11,5.83,6.79,149.16,98.7,50.47,0,0,72.8,138.29,68.32,5.33,14.88,22.3,110.83,"Nodo 3 - Pies mayores",2.44,1.31,"19_1052_5","IFN3","19_1052",5,4,2,14.15,24.25,8.5,461.86,4.03,76.18,35.05,0.44,3.72,4.75,5.69,181.94,121.4,60.54,0,0,94.91,166.36,88.53,8.52,21.04,33.89,151.98,"Nodo 1 - Pies mayores",5.8,0.5
"82","19_1052_20","IFN2","19_1052",35.1,16.68,7.14,218.5,23.9,52.4,42.81,0.36,2.49,4.59,5.26,74.56,48.25,26.31,0,0,0,64.91,36.02,2.63,8.83,11.87,59.35,"Nodo 3 - Pies mayores",2.23,1.14,"19_1052_23","IFN3","19_1052",23,14,20,31.83,18.05,6.5,255.88,15.31,56.71,36.01,0.43,2.79,3.71,4.38,79.21,51.43,27.78,0,0,0,70.08,40.17,3.37,10.61,14.81,68.95,"Nodo 1 - Pies mayores",3.6,0.5
"83","19_1052_21","IFN2","19_1052",35.07,15.93,7.18,199.36,26.1,50.05,45.06,0.35,2.37,4.65,5.32,68.61,44.26,24.35,0,0,0,59.56,32.8,2.28,7.94,10.44,53.46,"Nodo 3 - Pies mayores",2.18,1.18,"19_1052_25","IFN3","19_1052",25,16,21,31.83,18,7.2,254.47,16.12,56.55,40,0.42,2.76,4.17,4.91,87.07,56.66,30.41,0,0,0,78.8,42.54,3.34,10.54,14.69,71.11,"Nodo 1 - Pies mayores",4.25,1.2
"84","19_1052_22","IFN2","19_1052",35.04,15.33,6.59,184.56,29.53,48.16,43.02,0.35,2.29,4.3,4.89,58.62,37.64,20.98,0,0,0,51.78,28.69,2.02,7.26,9.37,47.33,"Nodo 3 - Pies mayores",2.13,1.09,"19_1052_26","IFN3","19_1052",26,17,22,31.83,16,5.6,201.06,18.39,50.27,35,0.43,2.48,3.2,3.77,54.28,34.82,19.46,0,0,0,46.55,28.39,2.31,8.02,10.56,49.28,"Nodo 1 - Pies mayores",2.8,0.0999999999999996
"85","19_1052_23","IFN2","19_1052",35.15,19.02,6.45,284.19,16.77,59.76,33.92,0.38,2.88,4.01,4.63,87.03,56.71,30.32,0,0,0,77.03,44.68,3.97,11.98,17.16,77.79,"Nodo 3 - Pies mayores",2.37,0.95,"19_1052_27","IFN3","19_1052",27,18,23,31.83,22.05,6.3,381.86,8.92,69.27,28.57,0.45,3.43,3.49,4.15,113.04,74.39,38.65,0,0,71.8,100.53,60.17,6.32,16.88,25.96,109.32,"Nodo 1 - Pies mayores",5.4,0.8
"86","19_1052_24","IFN2","19_1052",35.08,16.32,6.56,209.08,24.66,51.26,40.22,0.36,2.45,4.2,4.81,65.8,42.43,23.37,0,0,0,58.26,32.63,2.45,8.39,11.16,54.64,"Nodo 3 - Pies mayores",2.22,1.06,"19_1052_28","IFN3","19_1052",28,19,24,31.83,16.5,5.6,213.82,17.71,51.84,33.94,0.43,2.56,3.19,3.76,57.6,37.03,20.57,0,0,0,49.4,30.3,2.54,8.61,11.51,52.96,"Nodo 1 - Pies mayores",2.4,0.0999999999999996
"87","19_1052_25","IFN2","19_1052",134.59,10.04,5.79,79.24,40.52,31.56,57.68,0.33,1.49,3.88,4.37,22.85,14.2,8.66,0,0,0,17,10.83,0.53,2.72,2.86,16.95,"Nodo 3 - Pies mayores",1.79,1.29,"19_1052_29","IFN3","19_1052",29,20,25,127.32,9.85,5.1,76.2,24.05,30.94,51.78,0.42,1.52,2.97,3.46,19.43,12.02,7.41,0,0,0,15.33,9.6,0.5,2.6,2.71,15.42,"Nodo 1 - Pies mayores",1.6,0.6
"88","19_1052_26","IFN2","19_1052",43.53,22.92,8.06,412.5,7.01,72,35.18,0.39,3.46,4.91,5.74,154.92,102.83,52.09,0,0,83.86,142.85,76.03,7.13,18.46,28.93,130.54,"Nodo 3 - Pies mayores",2.52,1.06,"19_1052_30","IFN3","19_1052",30,21,26,14.15,24.3,7.3,463.77,3.38,76.34,30.04,0.45,3.77,4,4.79,157.44,104.69,52.75,0,0,91.09,142.23,80.93,8.57,21.14,34.09,144.74,"Nodo 1 - Pies mayores",3.9,0.3
"89","19_1052_27","IFN2","19_1052",35.12,17.38,7.11,237.12,21.43,54.59,40.93,0.36,2.6,4.53,5.2,80.36,52.15,28.21,0,0,0,69.79,39.18,2.99,9.71,13.31,65.19,"Nodo 3 - Pies mayores",2.28,1.11,"19_1052_31","IFN3","19_1052",31,22,27,31.83,22.2,6.3,387.08,6.47,69.74,28.38,0.45,3.46,3.45,4.12,114.53,75.41,39.12,0,0,72.75,101.85,61.03,6.45,17.14,26.46,111.09,"Nodo 1 - Pies mayores",7.1,0.3
"90","19_1052_28","IFN2","19_1052",136.63,13.27,6.13,138.24,33.3,41.68,46.19,0.34,1.98,4.02,4.57,41.29,26.19,15.1,0,0,0,34.6,20.2,1.28,5.19,6.25,32.92,"Nodo 3 - Pies mayores",2.02,1.13,"19_1052_32","IFN3","19_1052",32,23,28,31.83,14,5,153.94,21.37,43.98,35.71,0.43,2.17,2.87,3.37,37.56,23.8,13.75,0,0,0,29.73,19.96,1.52,5.88,7.26,34.62,"Nodo 1 - Pies mayores",2.75,0
"91","19_1052_29","IFN2","19_1052",35.11,17.16,6.52,231.24,23.09,53.91,37.98,0.36,2.58,4.15,4.76,72.03,46.6,25.42,0,0,0,63.83,36.15,2.87,9.43,12.85,61.3,"Nodo 3 - Pies mayores",2.26,1.02,"19_1052_34","IFN3","19_1052",34,25,29,31.83,20.9,6.9,343.07,12.35,65.66,33.01,0.43,3.22,3.91,4.63,111.42,73.2,38.21,0,0,66.9,97.33,56.83,5.34,14.9,22.34,99.41,"Nodo 1 - Pies mayores",6,1.4
"92","19_1052_3","IFN2","19_1052",35.06,15.7,7.78,193.56,28.18,49.32,49.57,0.34,2.32,5.11,5.83,72.15,46.58,25.57,0,0,0,64.79,33.42,2.17,7.67,10.01,53.28,"Nodo 3 - Pies mayores",2.15,1.28,"19_1052_6","IFN3","19_1052",6,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Nodo 1 - Pies mayores",.,.
"93","19_1052_30","IFN2","19_1052",35.13,17.84,8.28,250.05,19.71,56.06,46.4,0.36,2.65,5.3,6.11,98.11,64.01,34.09,0,0,0,86.75,45.52,3.25,10.33,14.34,73.43,"Nodo 3 - Pies mayores",2.29,1.28,"19_1052_35","IFN3","19_1052",35,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Nodo 1 - Pies mayores",.,.
"94","19_1052_31","IFN2","19_1052",35,14.65,6.03,168.49,30.82,46.01,41.18,0.35,2.19,3.92,4.46,49.2,31.42,17.78,0,0,0,41.31,24.65,1.75,6.53,8.24,41.18,"Nodo 3 - Pies mayores",2.1,1.03,"19_1052_37","IFN3","19_1052",37,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Nodo 1 - Pies mayores",.,.
"95","19_1052_32","IFN2","19_1052",35.17,19.87,7.02,310.02,12.56,62.42,35.34,0.38,3,4.32,5.01,102.77,67.31,35.46,0,0,0,89.66,51.61,4.55,13.25,19.38,88.79,"Nodo 3 - Pies mayores",2.42,1.02,"19_1052_38","IFN3","19_1052",38,27,32,31.83,21.05,5.8,348.01,10.14,66.13,27.55,0.45,3.28,3.21,3.81,95.35,62.42,32.93,0,0,0,81.13,51.82,5.46,15.15,22.79,95.23,"Nodo 1 - Pies mayores",3.6,.
"96","19_1052_33","IFN2","19_1052",35.04,15.27,6.59,183.12,30.18,47.97,43.18,0.35,2.28,4.3,4.9,58.17,37.34,20.83,0,0,0,51.38,28.45,1.99,7.2,9.26,46.9,"Nodo 3 - Pies mayores",2.12,1.09,"19_1052_39","IFN3","19_1052",39,28,33,31.83,15.35,5.2,185.06,20.28,48.22,33.88,0.43,2.38,2.98,3.5,46.61,29.76,16.85,0,0,0,40.57,24.84,2.03,7.28,9.4,43.55,"Nodo 1 - Pies mayores",2.2,.
"97","19_1052_34","IFN2","19_1052",35.06,15.72,5.98,194.05,27.5,49.38,38.03,0.36,2.36,3.84,4.38,55.89,35.87,20.03,0,0,0,47.18,28.47,2.18,7.7,10.05,48.39,"Nodo 3 - Pies mayores",2.17,0.98,"19_1052_40","IFN3","19_1052",40,29,34,31.83,17.7,5.7,246.06,16.93,55.61,32.2,0.43,2.75,3.24,3.82,67.1,43.37,23.73,0,0,0,57.34,35.53,3.17,10.14,14.02,62.86,"Nodo 1 - Pies mayores",4.15,0.7
"98","19_1052_35","IFN2","19_1052",35.07,16,5.98,201.17,25.4,50.28,37.35,0.36,2.41,3.81,4.36,57.87,37.18,20.69,0,0,0,48.84,29.57,2.31,8.02,10.57,50.48,"Nodo 3 - Pies mayores",2.2,0.98,"19_1052_41","IFN3","19_1052",41,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Nodo 1 - Pies mayores",.,.
"99","19_1052_36","IFN2","19_1052",35.07,15.93,6.57,199.32,26.8,50.05,41.26,0.35,2.38,4.24,4.84,62.93,40.51,22.42,0,0,0,55.78,31.05,2.28,7.94,10.43,51.7,"Nodo 3 - Pies mayores",2.18,1.07,"19_1052_42","IFN3","19_1052",42,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Nodo 1 - Pies mayores",.,.
"100","19_1052_37","IFN2","19_1052",43.53,23.39,8.05,429.54,5.14,73.47,34.42,0.39,3.53,4.87,5.7,160.85,106.91,53.94,0,0,87.07,148.13,79.28,7.6,19.35,30.62,136.84,"Nodo 3 - Pies mayores",2.54,1.05,"19_1052_44","IFN3","19_1052",44,31,37,14.15,25.75,7.5,520.77,1.27,80.9,29.13,0.46,4,4.08,4.91,180.78,120.78,60,0,0,101.15,163.46,93.03,10.28,24.19,40.11,167.61,"Nodo 1 - Pies mayores",4.9,0.5
"101","19_1052_4","IFN2","19_1052",35.17,20.48,8.75,329.28,11.4,64.33,42.74,0.38,3.06,5.47,6.36,135.05,89.1,45.95,0,0,68.9,123.37,63.02,5.01,14.21,21.09,103.33,"Nodo 3 - Pies mayores",2.43,1.25,"19_1052_7","IFN3","19_1052",7,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Nodo 1 - Pies mayores",.,.
"102","19_1052_5","IFN2","19_1052",45.83,27.48,9.02,592.91,0,86.32,32.84,0.4,4.14,5.41,6.38,245.41,165.44,79.97,0,0,183.68,227.04,119.63,12.61,28.12,48.11,208.46,"Nodo 3 - Pies mayores",2.63,1.02,"19_1052_8","IFN3","19_1052",8,5,5,14.15,33.75,8.2,894.62,0,106.03,24.3,0.45,5.21,4.48,5.4,332.38,226.85,105.53,0,177.47,115.53,304.26,174.21,24.06,45.31,85.64,329.22,"Nodo 1 - Pies mayores",8.9,0.199999999999999
"103","19_1052_6","IFN2","19_1052",136.63,13.29,6.76,138.63,31.41,41.74,50.91,0.34,1.98,4.44,5.05,45.59,29,16.6,0,0,0,40.03,21.53,1.29,5.21,6.27,34.3,"Nodo 3 - Pies mayores",2.04,1.26,"19_1052_9","IFN3","19_1052",9,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Nodo 1 - Pies mayores",.,.
"104","19_1052_7","IFN2","19_1052",45.83,25.92,10.21,527.78,2.72,81.44,39.38,0.39,3.86,6.28,7.37,247.44,166.61,80.83,0,0,178.43,229.97,114.16,10.5,24.57,40.86,190.09,"Nodo 3 - Pies mayores",2.57,1.21,"19_1052_10","IFN3","19_1052",10,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Nodo 1 - Pies mayores",.,.
"105","19_1052_8","IFN2","19_1052",135.35,10.86,6.35,92.57,38.19,34.11,58.51,0.33,1.61,4.25,4.8,29.05,18.19,10.87,0,0,0,24.02,13.51,0.68,3.26,3.56,21.02,"Nodo 3 - Pies mayores",1.86,1.35,"19_1052_11","IFN3","19_1052",11,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Nodo 1 - Pies mayores",.,.
"106","19_1052_9","IFN2","19_1052",35.12,17.49,7.11,240.17,20.59,54.94,40.67,0.37,2.62,4.51,5.19,81.35,52.81,28.54,0,0,0,70.65,39.71,3.05,9.86,13.55,66.16,"Nodo 3 - Pies mayores",2.29,1.11,"19_1052_12","IFN3","19_1052",12,6,9,31.83,22.05,6.8,381.86,7.7,69.27,30.84,0.45,3.42,3.77,4.5,121.8,80.3,41.5,0,0,73.78,107.29,63.07,6.32,16.88,25.96,112.23,"Nodo 1 - Pies mayores",6.85,0.8
"107","19_1062_0",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"19_1062_26","IFN3","19_1062",26,20,0,31.83,15.75,6.9,194.83,15.74,49.48,43.81,0.46,2.45,3.75,4.53,64.55,41.57,22.98,0,0,0,56.39,31.24,2.2,7.73,10.11,51.27,"Nodo 1 - Pies mayores",.,.
"108","19_1062_0",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"19_1062_28","IFN3","19_1062",28,21,0,31.83,13.35,6,139.98,16.94,41.94,44.94,0.46,2.09,3.24,3.91,40.94,25.97,14.97,0,0,0,34.45,20.2,1.31,5.27,6.36,33.13,"Nodo 1 - Pies mayores",.,.
"109","19_1062_0",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"19_1062_5","IFN3","19_1062",5,5,0,31.83,13.25,6.1,137.89,17.39,41.63,46.04,0.46,2.07,3.31,3.98,41.01,26.01,15,0,0,0,34.28,20.08,1.28,5.18,6.22,32.76,"Nodo 1 - Pies mayores",.,.
"110","19_1062_0",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"19_1062_10","IFN3","19_1062",10,9,0,14.15,25.3,8.4,502.73,1.51,79.48,33.2,0.48,3.94,4.36,5.38,195.17,130.59,64.59,0,0,101.03,179.47,96.13,9.73,23.22,38.17,167.25,"Nodo 1 - Pies mayores",.,.
"111","19_1062_0",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"19_1062_12","IFN3","19_1062",12,10,0,31.83,16.7,7.2,219.04,14.38,52.46,43.11,0.46,2.6,3.91,4.73,75.34,48.77,26.57,0,0,0,65.1,36.3,2.64,8.86,11.91,59.71,"Nodo 1 - Pies mayores",.,.
"112","19_1062_0",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"19_1062_15","IFN3","19_1062",15,13,0,31.83,19.15,7.2,288.02,9.6,60.16,37.6,0.47,2.99,3.82,4.65,98.11,64.13,33.99,0,0,0,88.8,48.49,4.06,12.17,17.48,82.2,"Nodo 1 - Pies mayores",.,.
