"","X","PLOT_ID","Hoja_arboles.x","INVENTORY_ID_IFN2","Anho.x","T_IFN2","N_IFN2","N_muerto_IFN2","N_incorporado_IFN2","G_IFN2","G_muerta_IFN2","G_incorporada_IFN2","dg_IFN2","Do_IFN2","Seccion_dominante_IFN2","Ho_IFN2","d_copa_IFN2","Do_copa_IFN2","FCC_IFN2","Esbeltez.x","Esbeltez_dominante.x","SDI_IFN2","Hart_IFN2","Hart_tresbolillo_IFN2","SI_IFN2","VOB_IFN2","VUB_IFN2","VBARK_IFN2","V_muerto_IFN2","V_incorporado_IFN2","V_desenrollo.x","V_chapa.x","V_sierra_gruesa_IFN2","V_sierra_IFN2","V_sierra_canter_IFN2","V_postes.x","V_estacas.x","V_trituracion_IFN2","WSW_IFN2","WTHICKB_IFN2","WB2_7_IFN2","WTBL_IFN2","WR_IFN2","WT_IFN2","WT_muerta_IFN2","WT_incorporada_IFN2","Hoja_arboles.y","INVENTORY_ID_IFN3","Anho.y","T_IFN3","N_IFN3","N_muerto_IFN3.x","N_incorporado_IFN3.x","G_IFN3","G_muerta_IFN3.x","G_incorporada_IFN3.x","dg_IFN3","Do_IFN3","Seccion_dominante_IFN3","Ho_IFN3","d_copa_IFN3","Do_copa_IFN3","FCC_IFN3","Esbeltez.y","Esbeltez_dominante.y","SDI_IFN3","Hart_IFN3","Hart_tresbolillo_IFN3","SI_IFN3","VOB_IFN3","VUB_IFN3","VBARK_IFN3","V_muerto_IFN3.x","V_incorporado_IFN3.x","V_desenrollo.y","V_chapa.y","V_sierra_gruesa_IFN3","V_sierra_IFN3","V_sierra_canter_IFN3","V_postes.y","V_estacas.y","V_trituracion_IFN3","WSW_IFN3","WTHICKB_IFN3","WB2_7_IFN3","WTBL_IFN3","WR_IFN3","WT_IFN3","WT_muerta_IFN3.x","WT_incorporada_IFN3.x","G_incorporada_IFN3.y","N_incorporado_IFN3.y","V_incorporado_IFN3.y","WT_incorporada_IFN3.y","G_cortada_IFN3","N_cortado_IFN3","V_cortado_IFN3","WT_cortada_IFN3","G_muerta_IFN3.y","N_muerto_IFN3.y","V_muerto_IFN3.y","WT_muerta_IFN3.y"
"36",37,"9_1133","Nodo 3 - Pies inventariados","IFN2",10,41,3073.44,58.7,189.55,84.28,0,6.28,18.69,26.98,574.03,15.26,2.62,2.68,1.74,77.84,56.55,1846.58,11.82,12.7,11.42,566.06,504.33,61.73,0.04,39.85,0,0,0,3.18,207.33,122.1,276.89,529.17,239.63,0,26.12,47.24,139.5,452.48,0.03,25.94,"Nodo 1 - Pies inventariados","IFN3",2003,42,873.58,0,0,25.25,NA,NA,19.18,26.55,557.3,13.9,3.41,3.45,0.82,53.41,52.37,549.53,24.34,26.15,13.82,131.44,119.19,12.25,NA,NA,0,0,0,2.4,59.66,34.37,52.11,121.3,56.63,0,18.56,59.04,41.79,176.02,NA,NA,NA,NA,NA,NA,0,0,0,NA,3.78608301,222.81,1.5695373,63.4114077
"37",38,"9_1204","Nodo 3 - Pies inventariados","IFN2",10,25,1793.06,13.18,246.52,37.76,0,7.19,16.38,25.28,501.93,7.89,2.89,2.96,1.23,47.57,31.21,855.14,29.93,32.16,5.12,133.94,120.27,13.67,0.02,22.54,0,0,0,0,14.85,0,85.88,118.18,57.15,0,18.77,42.56,62.51,180.98,0.05,29.78,"Nodo 1 - Pies inventariados","IFN3",2003,26,746.26,0,0,14.85,NA,NA,15.92,21.69,372.08,10.27,2.86,2.96,0.51,58.96,47.36,338.6,35.63,38.29,10.23,65.25,58.11,7.14,NA,NA,0,0,0,0,16.85,0,37.36,59.09,27.61,0,6.12,13.32,24.57,71.63,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA
"38",39,"9_1226","Nodo 3 - Pies inventariados","IFN2",10,25,1013.37,6.93,129.03,18.99,0,2.22,15.45,19.29,292.78,10.01,2.81,2.84,0.64,59.67,51.89,436.31,31.37,33.71,7.25,82.75,72.82,9.93,0.02,9.04,0,0,0,0,6.93,0,60.39,74.93,34.6,0,7.49,17.14,31.43,90.66,0.02,7.5,"Nodo 1 - Pies inventariados","IFN3",2003,26,1527.89,0,0,20.07,NA,NA,12.93,19.67,304.94,11.57,2.53,2.6,0.37,77.76,58.82,482.05,22.11,23.76,11.41,56.98,49.76,7.22,NA,NA,0,0,0,0,4.52,0,39.07,51.28,23.64,0,4,8.98,19,55.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39",40,"9_1227","Nodo 3 - Pies inventariados","IFN2",10,25,995.77,6.2,110.71,21.82,0,2.09,16.7,19.86,310.02,10.63,3.02,3.04,0.72,55.38,53.52,491.57,29.81,32.03,7.25,94.25,83.82,10.43,0.01,8.25,0,0,0,0,11.06,0,62.29,85.72,39.82,0,9.03,19.88,36.11,104.84,0.02,7.2,"Nodo 1 - Pies inventariados","IFN3",2003,26,763.94,0,0,14.76,NA,NA,15.68,20.68,336.02,11.11,3.25,3.27,0.43,64.11,53.72,337.8,32.57,35,11.11,60.11,53.78,6.33,NA,NA,0,0,0,0,12.53,0,34.93,55.01,25.55,0,5.13,10.67,21.05,62.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40",41,"9_1231","Nodo 3 - Pies inventariados","IFN2",10,30,1162.32,8.16,120.06,25.96,0,2.25,16.86,21.06,348.87,11.2,2.97,3,0.82,57,53.19,583.59,26.18,28.13,7.75,117.09,104.27,12.82,0.02,9.33,0,0,0,0,14.12,0,74.1,106.12,49.54,0,10.47,22.61,42.97,125.6,0.02,7.87,"Nodo 1 - Pies inventariados","IFN3",2003,31,2146.82,0,0,27.87,NA,NA,12.86,21.21,354.18,11.61,2.76,2.85,0.48,78.38,54.74,670.47,18.59,19.97,11.65,76.93,68.39,8.55,NA,NA,0,0,0,0,18.87,0,42.89,70.34,32.49,0,5.77,12.14,25.59,76.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41",42,"9_1232","Nodo 3 - Pies inventariados","IFN2",10,25,1273.17,8.34,135.59,24.51,0.01,2.27,15.66,18.69,274.25,8.78,2.87,2.89,0.84,51.93,46.98,561.39,31.92,34.3,5.87,93.29,82.67,10.63,0.02,7.89,0,0,0,0,0,0,68.24,83.12,39.28,0,10.93,25.71,40.58,116.5,0.03,7.96,"Nodo 1 - Pies inventariados","IFN3",2003,26,795.77,0,0,13.21,NA,NA,14.54,19.31,293.04,9.15,2.69,2.75,0.46,58.43,47.4,308.24,38.72,41.61,9.24,51.58,45.39,6.2,NA,NA,0,0,0,0,5.6,0,34.95,45.86,21.56,0,5.2,12.31,20.93,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42",43,"9_1234","Nodo 3 - Pies inventariados","IFN2",10,30,929.94,6.45,140.62,24.43,0,4.11,18.29,23.96,451.12,12.26,3.19,3.24,0.77,53.95,51.16,538.08,26.75,28.74,8.75,114.31,103.3,11,0.02,19.9,0,0,0,0,40.1,18.32,55.32,104.16,49.08,0,10.24,20.93,40.43,120.69,0.02,15.62,"Nodo 1 - Pies inventariados","IFN3",2003,31,1138.84,0,0,23.04,NA,NA,16.05,23.58,439.63,13.24,2.98,3.04,0.4,74.5,56.12,524.39,22.39,24.06,13.07,72.13,64.53,7.6,NA,NA,0,0,0,0,24.05,8.84,37.69,66.7,30.66,0,4.86,9.85,21.86,67.22,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA
"43",44,"9_1237","Nodo 3 - Pies inventariados","IFN2",10,35,1409.95,15.71,159.5,48.19,0,5.62,20.86,28.09,620.93,12.77,3.25,3.33,1.23,57.52,45.47,1027.24,20.85,22.41,9.82,265.93,243.51,22.42,0.03,29.4,0,0,0,0,138.37,73.92,88.64,247.08,115.7,0,19.04,33.97,79.77,248.49,0.03,22.42,"Nodo 1 - Pies inventariados","IFN3",2003,36,438.56,0,0,18.02,NA,NA,22.87,28.78,653.07,13.83,3.89,3.95,0.54,55.02,48.04,375.4,34.53,37.11,13.79,102.12,94.45,7.67,NA,NA,0,0,0,2.44,58.66,34.46,27.58,95.54,44.88,0,7.29,12.31,29.83,94.31,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA
"44",45,"9_1243","Nodo 3 - Pies inventariados","IFN2",10,30,1836.62,18.58,168.16,54.92,0,6.04,19.51,26.39,547.4,13.5,3.03,3.08,1.37,61.41,51.14,1190.36,17.29,18.57,9.62,305.48,275.98,29.5,0.05,32.47,0,0,0,0,125.72,60.62,132.6,284.74,131.13,0,20.62,38.94,90.91,281.59,0.05,24.25,"Nodo 1 - Pies inventariados","IFN3",2003,31,1308.61,0,0,35.15,NA,NA,18.49,24.93,489.39,15.36,3.01,3.05,0.86,73.48,61.59,772.16,18,19.34,15.35,226.56,202.75,23.8,NA,NA,0,0,0,0,102.57,62.1,101.55,212.21,96.34,0,10.91,19.76,56.9,183.91,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA
"45",46,"9_1244","Nodo 3 - Pies inventariados","IFN2",10,30,2387.06,25.08,120.3,50.04,0,2.2,16.34,21.85,375.24,12.59,2.62,2.65,1.32,67.78,57.59,1133.76,16.26,17.47,9,263.11,231.93,31.18,0.02,10.76,0,0,0,0,41.31,5.52,173.97,240.87,110.2,0,17.41,36.72,82.82,247.15,0.02,7.65,"Nodo 1 - Pies inventariados","IFN3",2003,31,1573.87,0,0,31.2,NA,NA,15.89,21.66,368.57,13.81,2.52,2.59,0.83,84.79,63.75,711.9,18.26,19.62,13.72,197.4,172.36,25.04,NA,NA,0,0,0,0,39.42,7.6,126.49,182.81,81.9,0,9.26,18.57,51.64,161.37,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA
"46",47,"9_1253","Nodo 3 - Pies inventariados","IFN2",10,30,1142.56,10.02,126.91,46.24,0,5.21,22.7,28.64,645.48,15.6,3.45,3.49,1.09,62.39,54.47,965.09,18.96,20.37,11.69,298.36,273.48,24.88,0.04,31.94,0,0,0,3.03,170.06,136.48,83.24,281.16,129.94,0,16.49,27.41,76.55,250.38,0.03,21.5,"Nodo 1 - Pies inventariados","IFN3",2003,31,827.61,0,0,21.45,NA,NA,18.17,27.92,614.01,15.97,3.62,3.66,0.47,69.8,57.2,473.36,21.76,23.39,15.8,110.49,100.99,9.49,NA,NA,0,0,0,2.22,59.39,29.46,35.04,103.91,47.99,0,6,10.08,28.21,92.27,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA
"47",48,"9_1254","Nodo 3 - Pies inventariados","IFN2",10,39,1932.7,39.14,157.47,63.26,0.01,5.77,20.41,29.21,671.13,16.44,2.91,3,1.36,70.73,56.3,1355.72,13.83,14.86,12.69,429.64,389.53,40.11,0.05,37.77,0,0,0,5.87,232.66,177.07,144.56,403.53,185.08,0,20.78,35.64,104.71,346.21,0.04,24.16,"Nodo 1 - Pies inventariados","IFN3",2003,40,710.89,0,0,29.8,NA,NA,23.1,29.9,703.46,18.13,3.49,3.55,0.67,75.16,60.62,619.09,20.69,22.23,18.02,226.29,206.6,19.68,NA,NA,0,0,0,11.54,135.43,109.6,59.66,214.58,98.16,0,8.99,13.89,48.01,169.06,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA
"48",49,"9_1255","Nodo 3 - Pies inventariados","IFN2",10,30,1080.55,8.21,183.34,28.75,0,6.62,18.41,27.96,615.79,10.37,3.17,3.27,0.91,50.85,37.09,632.38,29.34,31.52,6.63,124.23,113.14,11.09,0.02,27.16,0,0,0,0,40.76,19.28,56.68,113.25,53.76,0,13.11,26.36,47.6,140.81,0.04,26.54,"Nodo 1 - Pies inventariados","IFN3",2003,31,159.15,0,0,4.41,NA,NA,18.78,19.85,310.72,12.08,3.56,3.57,0.16,63.82,60.85,96.46,65.62,70.52,11.82,24.25,21.68,2.56,NA,NA,0,0,0,0,6.49,0,13.43,22.56,10.3,0,1.6,3.09,7.3,22.29,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA
"49",50,"9_1257","Nodo 3 - Pies inventariados","IFN2",10,25,2076.81,20.08,155.19,52.79,0,4.18,17.99,23.34,427.88,13.55,2.79,2.83,1.31,68.56,58.07,1167.67,16.19,17.4,10,303.68,270.28,33.4,0.03,24.15,0,0,0,0,91.7,18.3,169.23,281.53,128.42,0,18.01,35.06,87.38,268.87,0.02,16.21,"Nodo 1 - Pies inventariados","IFN3",2003,26,1602.16,0,0,35.78,NA,NA,16.86,23.18,423.28,13.47,2.78,2.83,1.01,68.94,58.11,804.28,18.54,19.93,13.49,205.89,182.26,23.63,NA,NA,0,0,0,0,58.55,13.46,121.06,190.37,86.6,0,16.7,50.38,59.22,212.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.83885093,190.98,0.595221,37.979556
"50",51,"9_1260","Nodo 3 - Pies inventariados","IFN2",10,25,2016.47,19.99,158.42,48.81,0,4.26,17.56,23.4,430.49,12.17,2.83,2.88,1.31,61.33,52.02,1086.18,18.29,19.66,8.77,246.26,219.95,26.31,0.02,21.45,0,0,0,0,69.41,10.59,138.74,225.78,104.51,0,18.43,37.54,80.79,241.26,0.02,16.26,"Nodo 1 - Pies inventariados","IFN3",2003,26,470.39,0,0,14.68,NA,NA,19.93,24.29,486.95,13.51,3.37,3.39,0.38,62.6,55.64,316.41,34.12,36.67,13.29,76.21,68.26,7.95,NA,NA,0,0,0,0,31.99,7.82,37.18,71.15,32.43,0,4.27,7.93,20.84,65.47,NA,NA,NA,NA,NA,NA,0,0,0,NA,0.53289786,31.83,0,NA
"51",52,"9_1278","Nodo 3 - Pies inventariados","IFN2",10,20,1175.04,6.72,163.17,18.63,0,2.29,14.21,15.41,186.42,6.76,2.72,2.73,0.69,49.8,43.85,437.08,43.18,46.4,4,62.05,54.38,7.66,0.02,6.82,0,0,0,0,0,0,46.91,54.56,25.84,0,8.69,22.45,30.83,87.82,0.05,8.18,"Nodo 1 - Pies inventariados","IFN3",2003,21,763.94,0,0,8.75,NA,NA,12.07,16.15,204.98,8.7,2.86,2.87,0.16,60.11,53.85,213.76,41.59,44.7,8.7,17.89,15.64,2.25,NA,NA,0,0,0,0,0,0,13.82,15.83,7.43,0,1.75,4.19,7.22,20.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"52",53,"9_1287","Nodo 3 - Pies inventariados","IFN2",10,25,1288.04,12.23,189.72,37.23,0,6.38,19.19,26.85,567.75,13.84,3.08,3.16,1.01,61.77,51.56,810.43,20.13,21.63,9.65,204.03,184.61,19.43,0.02,34.07,0,0,0,0,76.69,48.3,87.45,188.45,87.71,0,14.18,26.65,61.63,190.17,0.03,25.09,"Nodo 1 - Pies inventariados","IFN3",2003,26,817,0,0,18.43,NA,NA,16.95,26.87,576.76,13.35,3.2,3.32,0.53,48.57,49.69,413.84,26.21,28.16,12.87,76.03,69.14,6.89,NA,NA,0,0,0,4.54,32.76,21.05,29.34,70.3,32.85,0,14.93,62.03,25.19,135,NA,NA,NA,NA,NA,NA,0,0,0,NA,2.45721234,222.81,0.6369183,68.2107351
"53",54,"9_1295","Nodo 3 - Pies inventariados","IFN2",10,20,336.46,1.52,83.34,8.37,0,1.78,17.8,20.3,324.73,8.84,3.49,3.5,0.32,44.02,43.57,185.66,61.64,66.24,5.6,30.44,27.55,2.89,0.01,5.91,0,0,0,0,5.55,0,17.21,27.36,13.09,0,4.19,9.32,13.86,40.46,0.02,6.51,"Nodo 1 - Pies inventariados","IFN3",2003,21,265.26,0,0,6.45,NA,NA,17.6,22.41,405.71,9.05,3.35,3.43,0.2,29.71,40.38,143.5,67.84,72.89,9.06,14.43,13.33,1.1,NA,NA,0,0,0,0,7.44,0,5.24,13.04,6.33,0,9.24,50.05,7.67,73.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.33393164,127.32,0.2062584,56.9731536
"54",55,"9_1339","Nodo 3 - Pies inventariados","IFN2",10,30,1974.04,32.26,177.79,56.52,0,6.16,19.09,26.89,569.07,13.66,2.87,2.97,1.36,66.96,50.81,1231.63,16.48,17.7,10.18,329.43,296.98,32.45,0.03,33.36,0,0,0,0,139.58,72.14,140.82,306.32,141.11,0,20.27,37.08,93.55,292.01,0.03,24.66,"Nodo 1 - Pies inventariados","IFN3",2003,31,715.99,0,0,20.4,NA,NA,19.05,29.39,693.07,16.07,3.28,3.41,0.36,76.68,54.67,444.89,23.26,25,16.05,87.57,79.87,7.7,NA,NA,0,0,0,2.37,48.84,41.61,25.32,82.08,37.95,0,4.45,7.51,21.72,71.63,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA
"55",56,"9_1341","Nodo 3 - Pies inventariados","IFN2",10,36,1654.33,35.34,126.42,65.6,0,4.94,22.47,33.58,888.12,15.9,3.18,3.29,1.41,65.06,47.37,1372.6,15.46,16.61,12,433.93,399.44,34.49,0.03,30.64,0,0,0,30.45,233.18,187.62,118.56,408.72,189.79,0,23.44,37.72,108.59,359.54,0.03,20.81,"Nodo 1 - Pies inventariados","IFN3",2003,37,519.91,0,0,26.48,NA,NA,25.47,32.73,851.53,19.18,3.81,3.91,0.59,71.57,58.61,536.97,22.86,24.57,19.13,208.57,193.89,14.69,NA,NA,0,0,0,37.73,121.54,94.63,36.7,197.97,92.12,0.02,8.31,11.79,42.55,154.8,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA
"56",57,"9_1342","Nodo 3 - Pies inventariados","IFN2",10,35,2423.22,32.78,181.85,69.17,0,6.18,19.06,26.48,551.19,13.92,2.84,2.9,1.6,66.08,52.58,1507.98,14.59,15.68,10,400.97,360.45,40.53,0.02,34.26,0,0,0,0,150.73,68.96,185.07,372.68,171.26,0,24.49,45.6,114.5,355.84,0.03,24.82,"Nodo 1 - Pies inventariados","IFN3",2003,36,626.01,0,0,16.2,NA,NA,18.15,23.89,449.68,15.37,3.21,3.29,0.53,55.32,64.34,357.55,26,27.94,15.42,92.8,83.71,9.09,NA,NA,0,0,0,0,46.31,27.6,35.11,86.29,39.77,0,12.97,47.38,26.82,126.93,NA,NA,NA,NA,NA,NA,0,0,0,NA,2.51125968,222.81,0.8078454,52.7337159
"57",58,"9_1343","Nodo 3 - Pies inventariados","IFN2",10,35,2397.76,39.46,152.46,79.2,0,5.55,20.51,27.28,584.89,14.75,2.93,3,1.69,67.76,54.07,1695.38,13.84,14.88,10.91,503.89,456.01,47.88,0.03,33.41,0,0,0,0,262.6,159.92,189.29,471.98,216.67,0,27.12,47.42,131.09,422.3,0.03,22.94,"Nodo 1 - Pies inventariados","IFN3",2003,36,735.65,0,0,27.55,NA,NA,21.84,27.81,608.28,17.54,3.36,3.4,0.67,74.92,63.07,580.54,21.02,22.59,17.49,205.2,185.74,19.46,NA,NA,0,0,0,2.29,110.28,76.54,67.85,194,88.25,0,8.49,13.86,45.6,156.19,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA
"58",59,"9_1351","Nodo 3 - Pies inventariados","IFN2",10,35,2153.2,23.56,157.27,69.76,0,5.64,20.31,26.1,535.92,13.2,3.04,3.09,1.61,62.46,50.58,1496.96,16.32,17.54,9.56,401.58,363.71,37.87,0.02,30.29,0,0,0,0,182.33,95.7,156.26,374.2,172.81,0,25.64,46.34,115.47,360.27,0.02,22.69,"Nodo 1 - Pies inventariados","IFN3",2003,36,717.97,0,0,25.04,NA,NA,21.07,25.42,509.54,13.76,3.5,3.52,0.7,61.94,54.13,532.43,27.12,29.14,13.78,148.78,135.03,13.75,NA,NA,0,0,0,0,76.86,22.64,53.34,139.37,64.16,0,9.09,16.14,41.45,130.85,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA
"59",60,"9_1357","Nodo 3 - Pies inventariados","IFN2",10,30,947.73,7.74,96.04,21.58,0,1.97,17.03,21.67,369.26,11.75,2.96,2.99,0.67,64.35,54.21,483.87,27.64,29.71,10.41,111.84,99.29,12.55,0.01,9.61,0,0,0,0,20.15,0,67.69,103.01,47.17,0,7.81,16.15,35.71,106.85,0.01,6.75,"Nodo 1 - Pies inventariados","IFN3",2003,31,544.66,0,0,16.61,NA,NA,19.7,27.44,601.84,16.16,3.34,3.36,0.19,71.28,58.91,359.12,26.51,28.48,15.59,40.79,36.52,4.27,NA,NA,0,0,0,0,15.04,10.16,19.74,38.24,17.35,0,2.15,3.94,10.79,34.23,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA
"60",61,"9_1360","Nodo 3 - Pies inventariados","IFN2",10,25,644.97,4.47,126.01,28.9,0,5.22,23.89,30.52,733.31,10.69,4.06,4.16,0.88,41.79,35.03,595.5,36.84,39.58,7.44,131.7,124.15,7.55,0.02,21.9,0,0,0,2.98,71.75,58.82,25.95,121.47,58.99,0,14.7,25.6,47.84,147.12,0.02,21.46,"Nodo 1 - Pies inventariados","IFN3",2003,26,272.33,0,0,16.52,NA,NA,27.79,32.16,816.57,14.89,4.87,4.91,0.4,53.79,46.3,327.73,40.7,43.73,14.8,92.19,87.62,4.57,NA,NA,0,0,0,17.56,57.16,48.34,9.37,87.24,41.63,0,5.94,8.53,23.7,79.8,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA
"61",62,"9_1361","Nodo 3 - Pies inventariados","IFN2",10,35,1622.93,12.16,128.42,60.65,0,5.05,21.81,27.1,577.59,13.5,3.39,3.42,1.49,54.66,49.83,1278.42,18.39,19.76,9.55,326.53,299.28,27.25,0.02,25.49,0,0,0,0,177.46,81.95,106.58,304.33,142.2,0,24.48,43.61,100.39,310.68,0.02,20.33,"Nodo 1 - Pies inventariados","IFN3",2003,36,1294.46,0,0,43.16,NA,NA,20.6,27.27,586.93,16.45,3.13,3.17,1.02,70.83,60.32,922.77,16.9,18.16,16.39,291.02,262.38,28.64,NA,NA,0,0,0,2.34,153.94,82.09,114.12,273.6,124.67,0,13.96,24.29,71.44,234.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"62",63,"9_1389","Nodo 3 - Pies inventariados","IFN2",10,28,1387.51,10.08,124.35,25.78,0,2.19,15.38,20.8,340.42,9.21,2.78,2.81,0.86,54.69,44.3,592.9,29.14,31.31,6.37,101.52,89.7,11.82,0.01,7.84,0,0,0,0,9.37,0,72.21,89.91,42.62,0,11.13,26.08,42.66,122.49,0.02,7.79,"Nodo 1 - Pies inventariados","IFN3",2003,29,1669.36,0,0,22.74,NA,NA,13.17,21.43,361.63,11.72,2.54,2.61,0.47,72.23,54.7,543.85,20.88,22.44,11.71,73.31,64.25,9.06,NA,NA,0,0,0,0,16.3,0,45.94,66.29,30.53,0,5.19,11.56,24.4,71.68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"63",64,"9_1390","Nodo 3 - Pies inventariados","IFN2",10,30,1745.95,12.25,166.65,27.89,0,2.42,14.26,17.2,232.47,8.63,2.57,2.59,0.92,60.1,50.16,653.79,27.74,29.81,5.58,112.91,98.29,14.62,0.02,8.93,0,0,0,0,0,0,89.47,99.97,46.7,0,11.06,27.02,46.17,130.95,0.03,8.07,"Nodo 1 - Pies inventariados","IFN3",2003,31,827.61,0,0,11.28,NA,NA,13.17,17.51,241.73,11.86,2.36,2.39,0.37,89.12,67.73,269.68,29.3,31.49,11.78,63.64,54.08,9.56,NA,NA,0,0,0,0,3.62,0,50.75,57.2,25.7,0,3.25,7.58,18.67,55.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"64",65,"9_1391","Nodo 3 - Pies inventariados","IFN2",10,48,962.05,8.83,93.76,46.73,0.01,4.13,24.87,32.93,857.55,17.46,3.63,3.69,1.03,64.46,53.03,953.23,18.46,19.84,13.44,335.12,310.31,24.81,0.04,27.9,0,0,0,32.58,208.14,148.26,69.17,317.25,147.44,0.01,16.26,24.76,77.35,265.81,0.04,17.66,"Nodo 1 - Pies inventariados","IFN3",2003,49,717.97,0,0,32.03,NA,NA,23.83,33.45,885.09,17.26,3.76,3.86,0.84,58.21,51.59,660.41,21.62,23.24,17.1,212.36,197.64,14.72,NA,NA,0,0,0,30.77,120.44,92.82,45.15,200.42,93.91,0.03,17.57,45.32,53.02,209.86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.68145158,95.49,0.5172375,38.0037468
"65",66,"9_1394","Nodo 3 - Pies inventariados","IFN2",10,49,1180.45,17.25,76.54,63.06,0,3.69,26.08,34.65,943.42,19.85,3.5,3.58,1.19,70.61,57.29,1271.16,14.66,15.76,15.44,516.79,479.77,37.01,0.05,28.52,0,0,0,103.07,312.3,236.56,91.7,490.89,227.96,0,20.23,28.78,104.38,381.35,0.04,16.94,"Nodo 1 - Pies inventariados","IFN3",2003,50,477.46,0,0,34.96,NA,NA,30.53,35.93,1015.16,18.89,4.39,4.47,0.75,60.89,52.58,677.43,24.23,26.03,18.74,280.41,265.99,14.42,NA,NA,0,0,0,103.51,153.11,123.23,26.07,267.09,126.38,0,12.45,16.35,57.86,213.04,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA
"66",67,"9_1398","Nodo 3 - Pies inventariados","IFN2",10,31,1319.65,10.25,183.98,37.04,0,6.23,18.9,25.96,529.59,10.64,3.2,3.27,1.11,50.39,40.99,809.17,25.87,27.8,7.37,162.96,148.31,14.65,0.03,26.1,0,0,0,0,62.15,13.94,74.25,148.61,70.47,0,16.61,33.34,61.31,181.72,0.04,24.47,"Nodo 1 - Pies inventariados","IFN3",2003,32,640.16,0,0,19.87,NA,NA,19.88,25.22,503.68,10.59,3.57,3.62,0.66,47.65,41.97,428.57,37.34,40.12,10.31,85.95,78.67,7.28,NA,NA,0,0,0,0,32.71,8.8,36.06,78.8,37.38,0,9.27,18.29,32.88,97.82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
