"","X","PLOT_ID","Hoja_arboles.x","INVENTORY_ID_IFN2","Anho.x","T_IFN2","N_IFN2","N_muerto_IFN2","N_incorporado_IFN2","G_IFN2","G_muerta_IFN2","G_incorporada_IFN2","dg_IFN2","Do_IFN2","Seccion_dominante_IFN2","Ho_IFN2","d_copa_IFN2","Do_copa_IFN2","FCC_IFN2","Esbeltez.x","Esbeltez_dominante.x","SDI_IFN2","Hart_IFN2","Hart_tresbolillo_IFN2","SI_IFN2","VOB_IFN2","VUB_IFN2","VBARK_IFN2","V_muerto_IFN2","V_incorporado_IFN2","V_desenrollo.x","V_chapa.x","V_sierra_gruesa_IFN2","V_sierra_IFN2","V_sierra_canter_IFN2","V_postes.x","V_estacas.x","V_trituracion_IFN2","WSW_IFN2","WTHICKB_IFN2","WB2_7_IFN2","WTBL_IFN2","WR_IFN2","WT_IFN2","WT_muerta_IFN2","WT_incorporada_IFN2","Hoja_arboles.y","INVENTORY_ID_IFN3","Anho.y","T_IFN3","N_IFN3","N_muerto_IFN3.x","N_incorporado_IFN3.x","G_IFN3","G_muerta_IFN3.x","G_incorporada_IFN3.x","dg_IFN3","Do_IFN3","Seccion_dominante_IFN3","Ho_IFN3","d_copa_IFN3","Do_copa_IFN3","FCC_IFN3","Esbeltez.y","Esbeltez_dominante.y","SDI_IFN3","Hart_IFN3","Hart_tresbolillo_IFN3","SI_IFN3","VOB_IFN3","VUB_IFN3","VBARK_IFN3","V_muerto_IFN3.x","V_incorporado_IFN3.x","V_desenrollo.y","V_chapa.y","V_sierra_gruesa_IFN3","V_sierra_IFN3","V_sierra_canter_IFN3","V_postes.y","V_estacas.y","V_trituracion_IFN3","WSW_IFN3","WTHICKB_IFN3","WB2_7_IFN3","WTBL_IFN3","WR_IFN3","WT_IFN3","WT_muerta_IFN3.x","WT_incorporada_IFN3.x","G_incorporada_IFN3.y","N_incorporado_IFN3.y","V_incorporado_IFN3.y","WT_incorporada_IFN3.y","G_cortada_IFN3","N_cortado_IFN3","V_cortado_IFN3","WT_cortada_IFN3","G_muerta_IFN3.y","N_muerto_IFN3.y","V_muerto_IFN3.y","WT_muerta_IFN3.y"
"36",36,"9_1133","Nodo 3 - Pies inventariados","IFN2",10,41,3073.41,58.7,189.51,84.31,0,6.28,18.69,26.99,574.23,12.98,2.75,2.82,1.92,65.37,48.09,1847.22,13.9,14.94,11.42,473.45,425.18,48.26,0.03,34.86,0,0,0,0,158.75,88.46,228.7,438.97,202.02,0,30.49,57.68,139.56,429.75,0.03,25.65,"Nodo 1 - Pies inventariados","IFN3",2003,42,873.58,0,0,25.25,NA,NA,19.18,26.55,557.3,13.9,3.41,3.45,0.82,53.41,52.37,549.53,24.34,26.15,13.82,131.44,119.19,12.25,NA,NA,0,0,0,2.4,59.66,34.37,52.11,121.3,56.63,0,18.56,59.04,41.79,176.02,NA,NA,NA,NA,NA,NA,0,0,0,NA,3.78608301,222.81,1.5695373,63.4114077
"37",37,"9_1204","Nodo 3 - Pies inventariados","IFN2",10,25,1793,13.18,246.46,37.79,0,7.19,16.38,25.29,502.15,5.61,3.07,3.13,1.38,33.35,22.18,855.57,42.1,45.24,5.12,92.9,84.78,8.12,0.02,16.98,0,0,0,0,11.1,0,58.32,78.4,40.28,0,25.73,63.88,62.54,192.44,0.05,30.54,"Nodo 1 - Pies inventariados","IFN3",2003,26,746.26,0,0,14.85,NA,NA,15.92,21.69,372.08,10.27,2.86,2.96,0.51,58.96,47.36,338.6,35.63,38.29,10.23,65.25,58.11,7.14,NA,NA,0,0,0,0,16.85,0,37.36,59.09,27.61,0,6.12,13.32,24.57,71.63,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA
"38",38,"9_1226","Nodo 3 - Pies inventariados","IFN2",10,25,1013.35,6.93,129.01,19,0,2.22,15.45,19.3,292.88,7.73,2.94,2.97,0.7,44.76,40.07,436.48,40.63,43.66,7.25,61.66,54.98,6.69,0.02,7.26,0,0,0,0,2.33,0,43.54,54.08,26.12,0,9.7,23.92,31.44,91.18,0.02,7.55,"Nodo 1 - Pies inventariados","IFN3",2003,26,1527.89,0,0,20.07,NA,NA,12.93,19.67,304.94,11.57,2.53,2.6,0.37,77.76,58.82,482.05,22.11,23.76,11.41,56.98,49.76,7.22,NA,NA,0,0,0,0,4.52,0,39.07,51.28,23.64,0,4,8.98,19,55.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39",39,"9_1227","Nodo 3 - Pies inventariados","IFN2",10,25,995.76,6.2,110.69,21.82,0,2.09,16.71,19.87,310.13,8.35,3.16,3.18,0.79,41.64,42.03,491.76,37.95,40.78,7.25,70.29,63.32,6.97,0.01,6.6,0,0,0,0,2.27,0,45.11,62.34,30.08,0,11.67,27.66,36.12,105.53,0.02,7.25,"Nodo 1 - Pies inventariados","IFN3",2003,26,763.94,0,0,14.76,NA,NA,15.68,20.68,336.02,11.11,3.25,3.27,0.43,64.11,53.72,337.8,32.57,35,11.11,60.11,53.78,6.33,NA,NA,0,0,0,0,12.53,0,34.93,55.01,25.55,0,5.13,10.67,21.05,62.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40",40,"9_1231","Nodo 3 - Pies inventariados","IFN2",10,30,1162.3,8.16,120.04,25.97,0,2.25,16.87,21.07,348.98,8.92,3.12,3.15,0.9,43.33,42.36,583.83,32.87,35.32,7.75,88.59,79.88,8.71,0.02,7.52,0,0,0,0,9.19,0,54.19,77.95,37.95,0,13.37,31.03,42.99,125.34,0.02,7.9,"Nodo 1 - Pies inventariados","IFN3",2003,31,2146.82,0,0,27.87,NA,NA,12.86,21.21,354.18,11.61,2.76,2.85,0.48,78.38,54.74,670.47,18.59,19.97,11.65,76.93,68.39,8.55,NA,NA,0,0,0,0,18.87,0,42.89,70.34,32.49,0,5.77,12.14,25.59,76.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41",41,"9_1232","Nodo 3 - Pies inventariados","IFN2",10,25,1273.14,8.34,135.56,24.53,0.01,2.27,15.66,18.69,274.36,6.5,3.01,3.04,0.92,37.25,34.77,561.64,43.12,46.34,5.87,66.29,59.62,6.67,0.01,6.04,0,0,0,0,0,0,45.83,56.45,28.33,0,14.76,37.87,40.6,121.56,0.03,8.11,"Nodo 1 - Pies inventariados","IFN3",2003,26,795.77,0,0,13.21,NA,NA,14.54,19.31,293.04,9.15,2.69,2.75,0.46,58.43,47.4,308.24,38.72,41.61,9.24,51.58,45.39,6.2,NA,NA,0,0,0,0,5.6,0,34.95,45.86,21.56,0,5.2,12.31,20.93,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42",42,"9_1234","Nodo 3 - Pies inventariados","IFN2",10,30,929.91,6.45,140.58,24.44,0,4.11,18.29,23.96,451.24,9.98,3.35,3.4,0.84,41.24,41.64,538.29,32.86,35.31,8.75,87.83,80.35,7.48,0.02,16.08,0,0,0,0,23.6,0,41.31,78.19,38.18,0,13.03,28.72,40.45,120.38,0.02,15.56,"Nodo 1 - Pies inventariados","IFN3",2003,31,1138.84,0,0,23.04,NA,NA,16.05,23.58,439.63,13.24,2.98,3.04,0.4,74.5,56.12,524.39,22.39,24.06,13.07,72.13,64.53,7.6,NA,NA,0,0,0,0,24.05,8.84,37.69,66.7,30.66,0,4.86,9.85,21.86,67.22,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA
"43",43,"9_1237","Nodo 3 - Pies inventariados","IFN2",10,35,1409.92,15.71,159.46,48.21,0,5.62,20.87,28.1,621.14,10.49,3.42,3.5,1.36,46.29,37.34,1027.61,25.38,27.28,9.82,214.37,198.23,16.14,0.03,25.01,0,0,0,0,99.66,49.81,69.13,196.74,94.19,0,23.01,43.5,79.8,240.5,0.03,22.29,"Nodo 1 - Pies inventariados","IFN3",2003,36,438.56,0,0,18.02,NA,NA,22.87,28.78,653.07,13.83,3.89,3.95,0.54,55.02,48.04,375.4,34.53,37.11,13.79,102.12,94.45,7.67,NA,NA,0,0,0,2.44,58.66,34.46,27.58,95.54,44.88,0,7.29,12.31,29.83,94.31,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA
"44",44,"9_1243","Nodo 3 - Pies inventariados","IFN2",10,30,1836.58,18.58,168.13,54.95,0,6.04,19.52,26.4,547.57,11.22,3.2,3.25,1.52,49.52,42.5,1190.91,20.8,22.35,9.62,245.98,224.39,21.59,0.05,27.79,0,0,0,0,93.38,24.92,105.77,225.78,106.62,0,25.23,50.9,90.96,273.7,0.05,24.1,"Nodo 1 - Pies inventariados","IFN3",2003,31,1308.61,0,0,35.15,NA,NA,18.49,24.93,489.39,15.36,3.01,3.05,0.86,73.48,61.59,772.16,18,19.34,15.35,226.56,202.75,23.8,NA,NA,0,0,0,0,102.57,62.1,101.55,212.21,96.34,0,10.91,19.76,56.9,183.91,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA
"45",45,"9_1244","Nodo 3 - Pies inventariados","IFN2",10,30,2387.03,25.08,120.27,50.07,0,2.2,16.34,21.86,375.38,10.31,2.76,2.8,1.46,53.62,47.15,1134.31,19.86,21.34,9,207.57,184.93,22.63,0.02,8.94,0,0,0,0,24.57,0,133.57,187.58,87.87,0,21.42,48.04,82.87,240.19,0.02,7.62,"Nodo 1 - Pies inventariados","IFN3",2003,31,1573.87,0,0,31.2,NA,NA,15.89,21.66,368.57,13.81,2.52,2.59,0.83,84.79,63.75,711.9,18.26,19.62,13.72,197.4,172.36,25.04,NA,NA,0,0,0,0,39.42,7.6,126.49,182.81,81.9,0,9.26,18.57,51.64,161.37,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA
"46",46,"9_1253","Nodo 3 - Pies inventariados","IFN2",10,30,1142.54,10.02,126.89,46.26,0,5.21,22.71,28.65,645.65,13.32,3.62,3.66,1.2,52.22,46.51,965.38,22.21,23.86,11.69,248.95,230.04,18.91,0.03,27.97,0,0,0,2.89,139.84,105.87,68.12,231.93,109.3,0,19.33,33.68,76.57,238.88,0.03,21.3,"Nodo 1 - Pies inventariados","IFN3",2003,31,827.61,0,0,21.45,NA,NA,18.17,27.92,614.01,15.97,3.62,3.66,0.47,69.8,57.2,473.36,21.76,23.39,15.8,110.49,100.99,9.49,NA,NA,0,0,0,2.22,59.39,29.46,35.04,103.91,47.99,0,6,10.08,28.21,92.27,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA
"47",47,"9_1254","Nodo 3 - Pies inventariados","IFN2",10,39,1932.67,39.14,157.44,63.29,0.01,5.77,20.42,29.21,671.32,14.16,3.06,3.14,1.5,59.19,48.49,1356.21,16.06,17.26,12.69,361.19,330.12,31.08,0.04,33.23,0,0,0,2.87,186.12,130.73,119.09,336.9,156.85,0,24.24,43.65,104.75,329.5,0.04,23.89,"Nodo 1 - Pies inventariados","IFN3",2003,40,710.89,0,0,29.8,NA,NA,23.1,29.9,703.46,18.13,3.49,3.55,0.67,75.16,60.62,619.09,20.69,22.23,18.02,226.29,206.6,19.68,NA,NA,0,0,0,11.54,135.43,109.6,59.66,214.58,98.16,0,8.99,13.89,48.01,169.06,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA
"48",48,"9_1255","Nodo 3 - Pies inventariados","IFN2",10,30,1080.52,8.21,183.31,28.77,0,6.62,18.41,27.96,615.93,8.09,3.33,3.43,1,38.05,28.93,632.6,37.61,40.41,6.63,93.31,86.11,7.2,0.02,22.08,0,0,0,0,25.45,0,40.73,83.36,40.91,0,16.82,36.53,47.61,141.88,0.04,26.65,"Nodo 1 - Pies inventariados","IFN3",2003,31,159.15,0,0,4.41,NA,NA,18.78,19.85,310.72,12.08,3.56,3.57,0.16,63.82,60.85,96.46,65.62,70.52,11.82,24.25,21.68,2.56,NA,NA,0,0,0,0,6.49,0,13.43,22.56,10.3,0,1.6,3.09,7.3,22.29,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA
"49",49,"9_1257","Nodo 3 - Pies inventariados","IFN2",10,25,2076.76,20.08,155.14,52.82,0,4.18,17.99,23.34,428.03,11.27,2.94,2.98,1.45,55.71,48.29,1168.12,19.47,20.92,10,245.64,220.69,24.95,0.03,20.18,0,0,0,0,66.72,8.89,134.54,224.82,104.86,0,21.65,44.45,87.42,258.38,0.02,15.99,"Nodo 1 - Pies inventariados","IFN3",2003,26,1602.16,0,0,35.78,NA,NA,16.86,23.18,423.28,13.47,2.78,2.83,1.01,68.94,58.11,804.28,18.54,19.93,13.49,205.89,182.26,23.63,NA,NA,0,0,0,0,58.55,13.46,121.06,190.37,86.6,0,16.7,50.38,59.22,212.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.83885093,190.98,0.595221,37.979556
"50",50,"9_1260","Nodo 3 - Pies inventariados","IFN2",10,25,2016.42,19.99,158.37,48.83,0,4.26,17.56,23.41,430.64,9.89,2.99,3.03,1.46,48.13,42.27,1086.67,22.51,24.19,8.77,192.78,174.1,18.69,0.02,17.42,0,0,0,0,45.45,0,108.21,173.1,82.72,0,22.82,49.51,80.83,235.88,0.02,16.14,"Nodo 1 - Pies inventariados","IFN3",2003,26,470.39,0,0,14.68,NA,NA,19.93,24.29,486.95,13.51,3.37,3.39,0.38,62.6,55.64,316.41,34.12,36.67,13.29,76.21,68.26,7.95,NA,NA,0,0,0,0,31.99,7.82,37.18,71.15,32.43,0,4.27,7.93,20.84,65.47,NA,NA,NA,NA,NA,NA,0,0,0,NA,0.53289786,31.83,0,NA
"51",51,"9_1278","Nodo 3 - Pies inventariados","IFN2",10,20,1175.01,6.72,163.14,18.64,0,2.29,14.21,15.41,186.5,4.47,2.85,2.86,0.76,33.72,29.04,437.25,65.19,70.05,4,41.33,36.87,4.46,0.02,4.98,0,0,0,0,0,0,27.33,33.92,17.52,0,12.38,35.37,30.85,96.11,0.05,8.43,"Nodo 1 - Pies inventariados","IFN3",2003,21,763.94,0,0,8.75,NA,NA,12.07,16.15,204.98,8.7,2.86,2.87,0.16,60.11,53.85,213.76,41.59,44.7,8.7,17.89,15.64,2.25,NA,NA,0,0,0,0,0,0,13.82,15.83,7.43,0,1.75,4.19,7.22,20.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"52",52,"9_1287","Nodo 3 - Pies inventariados","IFN2",10,25,1287.99,12.23,189.68,37.25,0,6.38,19.19,26.85,567.9,11.56,3.24,3.32,1.12,49.55,43.06,810.73,24.1,25.89,9.65,163.73,149.62,14.11,0.02,29.1,0,0,0,0,59.46,13,69.48,149.27,71.09,0,17.28,34.57,61.66,184.6,0.03,24.95,"Nodo 1 - Pies inventariados","IFN3",2003,26,817,0,0,18.43,NA,NA,16.95,26.87,576.76,13.35,3.2,3.32,0.53,48.57,49.69,413.84,26.21,28.16,12.87,76.03,69.14,6.89,NA,NA,0,0,0,4.54,32.76,21.05,29.34,70.3,32.85,0,14.93,62.03,25.19,135,NA,NA,NA,NA,NA,NA,0,0,0,NA,2.45721234,222.81,0.6369183,68.2107351
"53",53,"9_1295","Nodo 3 - Pies inventariados","IFN2",10,20,336.45,1.52,83.32,8.37,0,1.78,17.8,20.3,324.8,6.56,3.63,3.64,0.35,31.13,32.33,185.7,83.05,89.24,5.6,21.41,19.68,1.73,0.01,4.48,0,0,0,0,2.67,0,11.02,18.48,9.35,0,5.73,14,13.86,42.94,0.02,6.67,"Nodo 1 - Pies inventariados","IFN3",2003,21,265.26,0,0,6.45,NA,NA,17.6,22.41,405.71,9.05,3.35,3.43,0.2,29.71,40.38,143.5,67.84,72.89,9.06,14.43,13.33,1.1,NA,NA,0,0,0,0,7.44,0,5.24,13.04,6.33,0,9.24,50.05,7.67,73.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.33393164,127.32,0.2062584,56.9731536
"54",54,"9_1339","Nodo 3 - Pies inventariados","IFN2",10,30,1974.01,32.26,177.76,56.54,0,6.16,19.1,26.89,569.26,11.38,3.02,3.12,1.51,54.65,42.32,1232.07,19.78,21.25,10.18,268.05,243.89,24.16,0.03,28.57,0,0,0,0,107.66,26.73,113.42,246.13,115.88,0,24.23,46.7,93.59,280.4,0.03,24.47,"Nodo 1 - Pies inventariados","IFN3",2003,31,715.99,0,0,20.4,NA,NA,19.05,29.39,693.07,16.07,3.28,3.41,0.36,76.68,54.67,444.89,23.26,25,16.05,87.57,79.87,7.7,NA,NA,0,0,0,2.37,48.84,41.61,25.32,82.08,37.95,0,4.45,7.51,21.72,71.63,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA
"55",55,"9_1341","Nodo 3 - Pies inventariados","IFN2",10,36,1654.31,35.34,126.4,65.63,0,4.94,22.47,33.58,888.35,13.62,3.34,3.45,1.55,54.54,40.57,1373.02,18.05,19.39,12,364.05,337.81,26.24,0.03,26.82,0,0,0,19.97,195.69,146.01,98,339.92,160.51,0,27.3,45.99,108.63,342.43,0.03,20.6,"Nodo 1 - Pies inventariados","IFN3",2003,37,519.91,0,0,26.48,NA,NA,25.47,32.73,851.53,19.18,3.81,3.91,0.59,71.57,58.61,536.97,22.86,24.57,19.13,208.57,193.89,14.69,NA,NA,0,0,0,37.73,121.54,94.63,36.7,197.97,92.12,0.02,8.31,11.79,42.55,154.8,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA
"56",56,"9_1342","Nodo 3 - Pies inventariados","IFN2",10,35,2423.18,32.78,181.81,69.2,0,6.18,19.07,26.48,551.38,11.64,3,3.06,1.78,53.89,43.96,1508.57,17.45,18.75,10,325.65,295.47,30.18,0.02,29.39,0,0,0,0,116.62,28.99,147.03,299.46,140.39,0,29.32,57.53,114.55,341.79,0.03,24.62,"Nodo 1 - Pies inventariados","IFN3",2003,36,626.01,0,0,16.2,NA,NA,18.15,23.89,449.68,15.37,3.21,3.29,0.53,55.32,64.34,357.55,26,27.94,15.42,92.8,83.71,9.09,NA,NA,0,0,0,0,46.31,27.6,35.11,86.29,39.77,0,12.97,47.38,26.82,126.93,NA,NA,NA,NA,NA,NA,0,0,0,NA,2.51125968,222.81,0.8078454,52.7337159
"57",57,"9_1343","Nodo 3 - Pies inventariados","IFN2",10,35,2397.73,39.46,152.43,79.23,0,5.55,20.51,27.29,585.1,12.47,3.09,3.15,1.87,56.42,45.7,1695.98,16.38,17.6,10.91,418.21,381.62,36.59,0.03,29.07,0,0,0,0,196.93,112.47,156.2,387.94,181.32,0,31.92,58.55,131.15,402.94,0.03,22.71,"Nodo 1 - Pies inventariados","IFN3",2003,36,735.65,0,0,27.55,NA,NA,21.84,27.81,608.28,17.54,3.36,3.4,0.67,74.92,63.07,580.54,21.02,22.59,17.49,205.2,185.74,19.46,NA,NA,0,0,0,2.29,110.28,76.54,67.85,194,88.25,0,8.49,13.86,45.6,156.19,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA
"58",58,"9_1351","Nodo 3 - Pies inventariados","IFN2",10,35,2153.17,23.56,157.24,69.79,0,5.64,20.32,26.11,536.12,10.92,3.2,3.26,1.79,51.07,41.84,1497.5,19.73,21.2,9.56,326.23,298.17,28.06,0.02,25.9,0,0,0,0,146.17,5.19,127.67,300.13,141.67,0,30.69,58.38,115.52,346.26,0.02,22.52,"Nodo 1 - Pies inventariados","IFN3",2003,36,717.97,0,0,25.04,NA,NA,21.07,25.42,509.54,13.76,3.5,3.52,0.7,61.94,54.13,532.43,27.12,29.14,13.78,148.78,135.03,13.75,NA,NA,0,0,0,0,76.86,22.64,53.34,139.37,64.16,0,9.09,16.14,41.45,130.85,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA
"59",59,"9_1357","Nodo 3 - Pies inventariados","IFN2",10,30,947.71,7.74,96.02,21.59,0,1.97,17.03,21.68,369.4,9.47,3.09,3.13,0.73,50.76,43.68,484.07,34.3,36.86,10.41,88.05,79.02,9.04,0.01,8.02,0,0,0,0,16.96,0,51.81,79.68,37.54,0,9.64,21.22,35.73,104.13,0.01,6.72,"Nodo 1 - Pies inventariados","IFN3",2003,31,544.66,0,0,16.61,NA,NA,19.7,27.44,601.84,16.16,3.34,3.36,0.19,71.28,58.91,359.12,26.51,28.48,15.59,40.79,36.52,4.27,NA,NA,0,0,0,0,15.04,10.16,19.74,38.24,17.35,0,2.15,3.94,10.79,34.23,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA
"60",60,"9_1360","Nodo 3 - Pies inventariados","IFN2",10,25,644.95,4.47,125.98,28.91,0,5.22,23.89,30.52,733.5,8.41,4.26,4.37,0.97,31.96,27.55,595.69,46.83,50.32,7.44,101.68,96.99,4.69,0.02,18.12,0,0,0,0,58.14,0,18.05,91.67,46.08,0,18.59,35.08,47.85,147.61,0.02,21.57,"Nodo 1 - Pies inventariados","IFN3",2003,26,272.33,0,0,16.52,NA,NA,27.79,32.16,816.57,14.89,4.87,4.91,0.4,53.79,46.3,327.73,40.7,43.73,14.8,92.19,87.62,4.57,NA,NA,0,0,0,17.56,57.16,48.34,9.37,87.24,41.63,0,5.94,8.53,23.7,79.8,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA
"61",61,"9_1361","Nodo 3 - Pies inventariados","IFN2",10,35,1622.9,12.16,128.39,60.68,0,5.05,21.82,27.1,577.77,11.22,3.57,3.6,1.65,44.12,41.4,1278.91,22.12,23.77,9.55,261.81,242.3,19.51,0.02,21.57,0,0,0,0,119.01,19.94,85.43,240.46,115.12,0,29.68,55.86,100.43,301.1,0.02,20.22,"Nodo 1 - Pies inventariados","IFN3",2003,36,1294.46,0,0,43.16,NA,NA,20.6,27.27,586.93,16.45,3.13,3.17,1.02,70.83,60.32,922.77,16.9,18.16,16.39,291.02,262.38,28.64,NA,NA,0,0,0,2.34,153.94,82.09,114.12,273.6,124.67,0,13.96,24.29,71.44,234.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"62",62,"9_1389","Nodo 3 - Pies inventariados","IFN2",10,28,1387.48,10.08,124.32,25.79,0,2.19,15.38,20.8,340.55,6.93,2.92,2.96,0.95,39.68,33.33,593.19,38.72,41.61,6.37,73.04,65.48,7.56,0.01,6.09,0,0,0,0,4.64,0,48.84,62.45,31.11,0,14.88,37.97,42.69,126.65,0.02,7.91,"Nodo 1 - Pies inventariados","IFN3",2003,29,1669.36,0,0,22.74,NA,NA,13.17,21.43,361.63,11.72,2.54,2.61,0.47,72.23,54.7,543.85,20.88,22.44,11.71,73.31,64.25,9.06,NA,NA,0,0,0,0,16.3,0,45.94,66.29,30.53,0,5.19,11.56,24.4,71.68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"63",63,"9_1390","Nodo 3 - Pies inventariados","IFN2",10,30,1745.91,12.25,166.62,27.9,0,2.42,14.27,17.2,232.57,6.35,2.7,2.72,1.01,44.02,36.89,654.07,37.71,40.52,5.58,81.64,72.08,9.56,0.01,6.92,0,0,0,0,0,0,61.28,68.94,34.25,0,14.64,38.69,46.19,133.77,0.03,8.16,"Nodo 1 - Pies inventariados","IFN3",2003,31,827.61,0,0,11.28,NA,NA,13.17,17.51,241.73,11.86,2.36,2.39,0.37,89.12,67.73,269.68,29.3,31.49,11.78,63.64,54.08,9.56,NA,NA,0,0,0,0,3.62,0,50.75,57.2,25.7,0,3.25,7.58,18.67,55.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"64",64,"9_1391","Nodo 3 - Pies inventariados","IFN2",10,48,962.03,8.83,93.75,46.74,0.01,4.13,24.87,32.94,857.76,15.18,3.79,3.86,1.13,55.12,46.1,953.49,21.23,22.82,13.44,285.68,266.41,19.27,0.04,24.71,0,0,0,20.32,162.15,135.26,58.92,268.9,126.58,0.01,18.71,29.71,77.37,252.38,0.04,17.46,"Nodo 1 - Pies inventariados","IFN3",2003,49,717.97,0,0,32.03,NA,NA,23.83,33.45,885.09,17.26,3.76,3.86,0.84,58.21,51.59,660.41,21.62,23.24,17.1,212.36,197.64,14.72,NA,NA,0,0,0,30.77,120.44,92.82,45.15,200.42,93.91,0.03,17.57,45.32,53.02,209.86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.68145158,95.49,0.5172375,38.0037468
"65",65,"9_1394","Nodo 3 - Pies inventariados","IFN2",10,49,1180.44,17.25,76.53,63.08,0,3.69,26.08,34.65,943.64,17.57,3.65,3.74,1.3,61.67,50.7,1271.46,16.57,17.8,15.44,450.21,420.54,29.67,0.04,25.68,0,0,0,76.62,262.92,205.58,79.12,426.77,199.81,0,22.82,33.65,104.41,360.69,0.04,16.72,"Nodo 1 - Pies inventariados","IFN3",2003,50,477.46,0,0,34.96,NA,NA,30.53,35.93,1015.16,18.89,4.39,4.47,0.75,60.89,52.58,677.43,24.23,26.03,18.74,280.41,265.99,14.42,NA,NA,0,0,0,103.51,153.11,123.23,26.07,267.09,126.38,0,12.45,16.35,57.86,213.04,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA
"66",66,"9_1398","Nodo 3 - Pies inventariados","IFN2",10,31,1319.61,10.25,183.95,37.06,0,6.23,18.91,25.96,529.75,8.36,3.38,3.44,1.23,38.07,32.2,809.51,32.93,35.39,7.37,123.13,113.5,9.63,0.03,21.3,0,0,0,0,33.03,0,53.43,109.91,53.93,0,21.24,45.95,61.34,182.45,0.04,24.55,"Nodo 1 - Pies inventariados","IFN3",2003,32,640.16,0,0,19.87,NA,NA,19.88,25.22,503.68,10.59,3.57,3.62,0.66,47.65,41.97,428.57,37.34,40.12,10.31,85.95,78.67,7.28,NA,NA,0,0,0,0,32.71,8.8,36.06,78.8,37.38,0,9.27,18.29,32.88,97.82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"67",67,"9_1401","Nodo 3 - Pies inventariados","IFN2",10,25,1317.99,9.41,149.65,33.07,0,4.16,17.87,22.59,400.82,8.71,3.23,3.27,1.11,41.85,38.56,732.7,31.63,33.99,7.12,113.18,102.94,10.24,0.02,15.08,0,0,0,0,23.9,0,63.26,100.34,48.91,0,17.64,39.21,54.74,160.51,0.02,15.79,"Nodo 1 - Pies inventariados","IFN3",2003,26,1128.23,0,0,23.31,NA,NA,16.22,21.85,375.26,14.01,3.07,3.1,0.56,85.63,64.15,529.12,21.24,22.83,14,130.98,116.41,14.57,NA,NA,0,0,0,0,49.81,12.56,69.08,122.52,55.31,0,6.42,11.97,33.7,107.4,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA
"68",68,"9_1405","Nodo 3 - Pies inventariados","IFN2",10,50,1081.09,11.24,63.13,64.63,0,3.17,27.59,35.48,990.73,15.98,3.91,3.97,1.34,57.6,45.05,1284.53,19.03,20.45,14.12,449.13,422.09,27.04,0.04,21.31,0,0,0,72.94,277.17,234.9,61.91,426.31,200.55,0,24.43,35.36,106.97,367.31,0.03,14.31,"Nodo 1 - Pies inventariados","IFN3",2003,51,679.06,0,0,44.4,NA,NA,28.85,35.74,1004.85,19.67,4.04,4.11,0.9,64.61,55.06,872.69,19.5,20.96,19.66,362.12,340.37,21.75,NA,NA,0,0,0,94.79,220.26,174.01,41.2,345.4,161.72,0,15.05,20.4,73.49,270.66,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA
